Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source
DEEPWATER,18900,80969,3.28E-06,2.27E-06,5.12E-05,8904,0,0,0,0,0,0,0,0,3,10K_2010
DEER,18901,35951,1.46E-06,1.49E-06,5.89E-05,8445,0,0,0,0,0,0,0,0,1,12of12inf
DEERS,18902,27,1.09E-09,2.47E-10,1.08E-07,11,0,0,0,0,0,0,0,0,1,12of12inf
DEERSKIN,18903,408,1.65E-08,6.09E-08,1.42E-05,36,0,0,0,0,0,0,0,0,2,12of12inf
DEERSKINS,18904,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
DEESCALATE,18905,3,1.21E-10,7.06E-11,5.61E-08,3,0,0,0,0,0,0,0,0,4,12of12inf
DEESCALATED,18906,8,3.24E-10,1.31E-10,8.15E-08,7,0,0,0,0,0,0,0,0,4,12of12inf
DEESCALATES,18907,1,4.05E-11,1.23E-11,1.35E-08,1,0,0,0,0,0,0,0,0,3,12of12inf
DEESCALATING,18908,1,4.05E-11,5.68E-11,6.22E-08,1,0,0,0,0,0,0,0,0,4,12of12inf
DEESCALATION,18909,16,6.48E-10,7.68E-10,3.57E-07,16,0,0,0,0,0,0,0,0,4,12of12inf
DEESCALATIONS,18910,3,1.21E-10,1.57E-10,1.48E-07,2,0,0,0,0,0,0,0,0,4,12of12inf
DEF,18911,308786,1.25E-05,2.10E-05,0.000111808,247431,0,0,0,0,0,0,0,0,1,12of12inf
DEFACE,18912,3892,1.58E-07,6.64E-08,1.76E-06,3162,2009,0,0,0,0,0,0,0,2,12of12inf
DEFACED,18913,5590,2.26E-07,7.31E-08,2.94E-06,1903,2009,0,0,0,0,0,0,0,2,12of12inf
DEFACEMENT,18914,1236,5.01E-08,2.12E-08,1.07E-06,859,2009,0,0,0,0,0,0,0,4,12of12inf
DEFACEMENTS,18915,94,3.81E-09,1.39E-09,2.00E-07,75,0,0,0,0,0,0,0,0,4,12of12inf
DEFACER,18916,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFACERS,18917,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFACES,18918,23,9.31E-10,5.86E-10,2.13E-07,16,0,0,0,0,0,0,0,0,3,12of12inf
DEFACING,18919,572,2.32E-08,1.28E-08,1.08E-06,460,0,0,0,0,0,0,0,0,3,12of12inf
DEFALCATE,18920,10,4.05E-10,1.27E-09,6.52E-07,5,0,0,0,0,0,0,0,0,3,12of12inf
DEFALCATED,18921,9,3.64E-10,3.62E-10,2.04E-07,5,0,0,0,0,0,0,0,0,4,12of12inf
DEFALCATES,18922,2,8.10E-11,1.12E-11,9.10E-09,2,0,0,0,0,0,0,0,0,3,12of12inf
DEFALCATING,18923,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFALCATION,18924,2172,8.80E-08,1.19E-07,1.19E-05,1023,0,0,0,2009,0,0,0,0,4,12of12inf
DEFALCATIONS,18925,972,3.94E-08,4.86E-08,4.16E-06,626,0,0,0,2009,0,0,0,0,4,12of12inf
DEFAMATION,18926,40845,1.65E-06,1.46E-06,1.77E-05,24503,2009,0,0,0,0,0,0,0,4,12of12inf
DEFAMATIONS,18927,39,1.58E-09,3.01E-09,9.70E-07,22,2009,0,0,0,0,0,0,0,4,12of12inf
DEFAMATORY,18928,9259,3.75E-07,2.84E-07,7.16E-06,5248,2009,0,0,0,0,0,0,0,5,12of12inf
DEFAME,18929,3985,1.61E-07,9.33E-08,3.16E-06,2099,2009,0,0,0,0,0,0,0,2,12of12inf
DEFAMED,18930,1271,5.15E-08,6.86E-08,4.13E-06,771,2009,0,0,0,0,0,0,0,2,12of12inf
DEFAMER,18931,13,5.26E-10,2.82E-10,1.18E-07,10,0,0,0,0,0,0,0,0,3,12of12inf
DEFAMERS,18932,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFAMES,18933,426,1.73E-08,9.01E-09,7.96E-07,245,2009,0,0,0,0,0,0,0,3,12of12inf
DEFAMING,18934,300,1.21E-08,9.64E-09,1.08E-06,191,2009,0,0,0,0,0,0,0,3,12of12inf
DEFAULT,18935,8478895,0.000343376,0.000186492,0.000401472,554966,2009,0,0,0,0,0,0,0,2,12of12inf
DEFAULTED,18936,278871,1.13E-05,7.85E-06,6.87E-05,83040,2009,0,0,0,0,0,0,0,3,12of12inf
DEFAULTER,18937,695,2.81E-08,9.50E-09,1.74E-06,118,0,0,0,0,0,0,0,0,3,12of12inf
DEFAULTERS,18938,80,3.24E-09,1.72E-09,4.19E-07,35,0,0,0,0,0,0,0,0,3,12of12inf
DEFAULTING,18939,573176,2.32E-05,5.57E-06,5.66E-05,42540,2009,0,0,0,0,0,0,0,3,12of12inf
DEFAULTS,18940,1540562,6.24E-05,0.000108225,0.000198004,586708,2009,0,0,0,0,0,0,0,2,12of12inf
DEFEASANCE,18941,172710,6.99E-06,2.16E-06,4.73E-05,23618,0,0,0,2009,0,0,0,0,3,10K_2008
DEFEASANCES,18942,1827,7.40E-08,2.23E-08,2.28E-06,880,0,0,0,2011,0,0,0,0,4,10K_2010
DEFEASE,18943,28397,1.15E-06,3.62E-07,6.40E-06,12976,0,0,0,2009,0,0,0,0,2,10K_2008
DEFEASED,18944,31507,1.28E-06,4.87E-07,1.19E-05,10585,0,0,0,2009,0,0,0,0,2,10K_2008
DEFEASEMENT,18945,499,2.02E-08,1.40E-08,2.33E-06,203,0,0,0,2014,0,0,0,0,0,10K_2014
DEFEASES,18946,471,1.91E-08,3.36E-09,3.58E-07,315,0,0,0,2014,0,0,0,0,0,10K_2014
DEFEASING,18947,1108,4.49E-08,2.23E-08,1.80E-06,680,0,0,0,2011,0,0,0,0,3,10K_2010
DEFEAT,18948,10079,4.08E-07,2.53E-07,5.29E-06,7545,2009,0,0,0,0,0,0,0,2,12of12inf
DEFEATED,18949,5639,2.28E-07,2.88E-07,1.13E-05,4156,2009,0,0,0,0,0,0,0,3,12of12inf
DEFEATER,18950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFEATERS,18951,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFEATING,18952,2289,9.27E-08,5.55E-08,3.14E-06,1800,2009,0,0,0,0,0,0,0,3,12of12inf
DEFEATISM,18953,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFEATISMS,18954,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFEATIST,18955,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFEATISTS,18956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFEATS,18957,927,3.75E-08,1.65E-08,8.99E-07,774,2009,0,0,0,0,0,0,0,2,12of12inf
DEFECATE,18958,27,1.09E-09,1.13E-09,3.47E-07,24,0,0,0,0,0,0,0,0,3,12of12inf
DEFECATED,18959,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFECATES,18960,11,4.45E-10,5.07E-11,2.59E-08,5,0,0,0,0,0,0,0,0,3,12of12inf
DEFECATING,18961,25,1.01E-09,5.10E-10,1.24E-07,23,0,0,0,0,0,0,0,0,4,12of12inf
DEFECATION,18962,194,7.86E-09,1.36E-08,2.03E-06,124,0,0,0,0,0,0,0,0,4,12of12inf
DEFECATIONS,18963,44,1.78E-09,1.16E-09,6.74E-07,9,0,0,0,0,0,0,0,0,4,12of12inf
DEFECT,18964,225104,9.12E-06,4.06E-06,4.35E-05,71252,2009,0,0,0,0,0,0,0,2,12of12inf
DEFECTED,18965,251,1.02E-08,9.55E-09,1.15E-06,156,0,0,0,0,0,0,0,0,3,12of12inf
DEFECTING,18966,25,1.01E-09,6.17E-10,2.38E-07,18,0,0,0,0,0,0,0,0,3,12of12inf
DEFECTION,18967,914,3.70E-08,2.39E-08,1.63E-06,737,0,0,0,0,0,0,0,0,3,12of12inf
DEFECTIONS,18968,470,1.90E-08,1.36E-08,1.30E-06,327,0,0,0,0,0,0,0,0,3,12of12inf
DEFECTIVE,18969,181606,7.35E-06,5.02E-06,3.08E-05,87974,2009,0,0,0,0,0,0,0,3,12of12inf
DEFECTIVELY,18970,2044,8.28E-08,5.66E-08,2.76E-06,1539,0,0,0,2009,0,0,0,0,4,12of12inf
DEFECTIVENESS,18971,205,8.30E-09,9.64E-09,1.17E-06,150,0,0,0,0,0,0,0,0,4,12of12inf
DEFECTIVENESSES,18972,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
DEFECTIVES,18973,252,1.02E-08,1.73E-08,3.97E-06,144,0,0,0,0,0,0,0,0,3,12of12inf
DEFECTIVITY,18974,194,7.86E-09,4.16E-09,5.12E-07,125,0,0,0,0,0,0,0,0,5,10K_2018
DEFECTOR,18975,2,8.10E-11,3.22E-11,3.21E-08,2,0,0,0,0,0,0,0,0,3,12of12inf
DEFECTORS,18976,52,2.11E-09,2.45E-09,4.29E-07,52,0,0,0,0,0,0,0,0,3,12of12inf
DEFECTS,18977,442757,1.79E-05,1.18E-05,5.56E-05,147256,2009,0,0,0,0,0,0,0,2,12of12inf
DEFENCE,18978,17188,6.96E-07,4.48E-07,1.35E-05,5784,0,0,0,0,0,0,0,0,2,12of12inf
DEFENCES,18979,2748,1.11E-07,4.82E-08,2.53E-06,1306,0,0,0,0,0,0,0,0,3,12of12inf
DEFEND,18980,990989,4.01E-05,3.01E-05,8.21E-05,300852,2009,0,0,0,0,0,0,0,2,12of12inf
DEFENDABLE,18981,268,1.09E-08,1.18E-08,1.34E-06,224,0,0,0,2014,0,0,0,0,0,10K_2014
DEFENDANT,18982,476474,1.93E-05,2.19E-05,0.000109736,183115,2009,0,0,2009,0,0,0,0,3,12of12inf
DEFENDANTS,18983,1325675,5.37E-05,5.77E-05,0.000275472,201449,2009,0,0,2009,0,0,0,0,3,12of12inf
DEFENDED,18984,35463,1.44E-06,1.44E-06,1.71E-05,23968,2009,0,0,0,0,0,0,0,3,12of12inf
DEFENDER,18985,2212,8.96E-08,9.91E-08,8.58E-06,831,0,0,0,0,0,0,0,0,3,12of12inf
DEFENDERS,18986,774,3.13E-08,2.38E-08,3.46E-06,253,0,0,0,0,0,0,0,0,3,12of12inf
DEFENDING,18987,452801,1.83E-05,1.32E-05,4.82E-05,190316,2009,0,0,0,0,0,0,0,3,12of12inf
DEFENDS,18988,8270,3.35E-07,3.12E-07,6.60E-06,6428,2009,0,0,0,0,0,0,0,2,12of12inf
DEFENSE,18989,1479790,5.99E-05,4.15E-05,0.000166436,282660,0,0,0,0,0,0,0,0,2,12of12inf
DEFENSED,18990,1,4.05E-11,1.03E-11,1.13E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
DEFENSELESS,18991,34,1.38E-09,7.81E-10,1.72E-07,29,0,0,0,0,0,0,0,0,4,12of12inf
DEFENSELESSLY,18992,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
DEFENSELESSNESS,18993,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
DEFENSELESSNESSES,18994,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12of12inf
DEFENSES,18995,331808,1.34E-05,1.17E-05,5.62E-05,139140,0,0,0,0,0,0,0,0,3,12of12inf
DEFENSIBLE,18996,7745,3.14E-07,1.64E-07,4.10E-06,4744,0,0,0,0,0,0,0,0,4,12of12inf
DEFENSIBLY,18997,44,1.78E-09,9.94E-10,2.30E-07,34,0,0,0,0,0,0,0,0,4,12of12inf
DEFENSING,18998,1,4.05E-11,8.66E-12,9.48E-09,1,0,0,0,0,0,0,0,0,3,12of12inf
DEFENSIVE,18999,18191,7.37E-07,5.99E-07,1.20E-05,9541,2009,0,0,0,0,0,0,0,3,12of12inf
DEFENSIVELY,19000,725,2.94E-08,1.98E-08,1.19E-06,601,0,0,0,0,0,0,0,0,4,12of12inf
DEFENSIVENESS,19001,2,8.10E-11,1.56E-10,1.27E-07,2,0,0,0,0,0,0,0,0,4,12of12inf
DEFENSIVENESSES,19002,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
DEFENSIVES,19003,12,4.86E-10,7.86E-10,3.02E-07,11,0,0,0,0,0,0,0,0,3,12of12inf
DEFER,19004,585672,2.37E-05,1.72E-05,6.12E-05,228458,2009,0,0,0,0,0,0,0,2,12of12inf
DEFERABLE,19005,76,3.08E-09,5.91E-09,2.05E-06,40,0,0,0,0,0,0,0,0,4,10K_2018
DEFERENCE,19006,5742,2.33E-07,1.34E-07,3.52E-06,4036,0,0,0,2009,0,0,0,0,3,12of12inf
DEFERENCES,19007,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFERENTIAL,19008,497,2.01E-08,6.90E-09,6.09E-07,240,0,0,0,0,0,0,0,0,4,12of12inf
DEFERENTIALLY,19009,5,2.02E-10,7.59E-11,3.90E-08,5,0,0,0,0,0,0,0,0,5,12of12inf
DEFERMENT,19010,23234,9.41E-07,7.03E-07,1.36E-05,10856,0,0,0,0,0,0,0,0,3,12of12inf
DEFERMENTS,19011,4518,1.83E-07,1.44E-07,5.78E-06,2053,0,0,0,0,0,0,0,0,3,12of12inf
DEFERRABLE,19012,58780,2.38E-06,1.62E-06,2.48E-05,15930,0,0,0,0,0,0,0,0,4,10K_2008
DEFERRAL,19013,1161482,4.70E-05,2.88E-05,0.000149114,227535,0,0,0,0,0,0,0,0,3,12of12inf
DEFERRALS,19014,385056,1.56E-05,8.56E-06,6.36E-05,89747,0,0,0,0,0,0,0,0,3,12of12inf
DEFERRED,19015,16633276,0.000673611,0.000730699,0.000735966,1000439,0,0,0,0,0,0,0,0,2,12of12inf
DEFERREDS,19016,494,2.00E-08,1.86E-08,2.61E-06,397,0,0,0,0,0,0,0,0,2,10K_2018
DEFERRING,19017,86389,3.50E-06,2.79E-06,2.03E-05,59298,0,0,0,0,0,0,0,0,3,12of12inf
DEFERS,19018,73630,2.98E-06,2.98E-06,1.99E-05,52447,0,0,0,0,0,0,0,0,2,12of12inf
DEFFER,19019,7,2.83E-10,2.15E-10,1.11E-07,6,0,0,0,0,0,0,0,0,2,12of12inf
DEFFEST,19020,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
DEFIANCE,19021,5456,2.21E-07,2.30E-07,1.70E-05,1525,0,0,0,0,0,0,0,0,3,12of12inf
DEFIANCES,19022,3,1.21E-10,1.03E-10,1.13E-07,1,0,0,0,0,0,0,0,0,4,12of12inf
DEFIANT,19023,165,6.68E-09,7.33E-09,1.88E-06,98,0,0,0,0,0,0,0,0,3,12of12inf
DEFIANTLY,19024,2,8.10E-11,1.19E-10,9.18E-08,2,0,0,0,0,0,0,0,0,4,12of12inf
DEFIBRILLATION,19025,3644,1.48E-07,1.52E-07,1.24E-05,673,0,0,0,0,0,0,0,0,5,10K_2008
DEFIBRILLATOR,19026,5446,2.21E-07,2.70E-07,1.89E-05,1203,0,0,0,0,0,0,0,0,5,10K_2016
DEFIBRILLATORS,19027,6174,2.50E-07,2.31E-07,1.47E-05,1924,0,0,0,0,0,0,0,0,5,10K_2018
DEFICIENCIES,19028,2202981,8.92E-05,0.000142543,0.00022014,794295,2009,0,0,0,0,0,0,0,4,12of12inf
DEFICIENCY,19029,913821,3.70E-05,5.09E-05,0.000217386,265552,2009,0,0,0,0,0,0,0,4,12of12inf
DEFICIENT,19030,36260,1.47E-06,1.21E-06,1.48E-05,23252,2009,0,0,0,0,0,0,0,3,12of12inf
DEFICIT,19031,3580052,0.000144984,0.000305685,0.000599655,681936,2009,0,0,0,0,0,0,0,3,12of12inf
DEFICITS,19032,86198,3.49E-06,5.83E-06,5.93E-05,47074,2009,0,0,0,0,0,0,0,3,12of12inf
DEFIED,19033,197,7.98E-09,9.83E-09,1.33E-06,180,0,0,0,0,0,0,0,0,2,12of12inf
DEFIES,19034,94,3.81E-09,2.88E-09,4.60E-07,80,0,0,0,0,0,0,0,0,2,12of12inf
DEFILE,19035,56,2.27E-09,8.14E-10,1.54E-07,48,0,0,0,0,0,0,0,0,2,12of12inf
DEFILED,19036,31,1.26E-09,2.00E-09,1.26E-06,29,0,0,0,0,0,0,0,0,2,12of12inf
DEFILEMENT,19037,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFILEMENTS,19038,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFILER,19039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFILERS,19040,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFILES,19041,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFILING,19042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFINABLE,19043,1563,6.33E-08,6.92E-08,3.30E-06,1272,0,0,0,0,0,0,0,0,4,12of12inf
DEFINE,19044,348360,1.41E-05,1.27E-05,4.66E-05,194110,0,0,0,0,0,0,0,0,2,12of12inf
DEFINED,19045,14361762,0.000581619,0.000573021,0.000486084,1010379,0,0,0,0,0,0,0,0,2,12of12inf
DEFINER,19046,54,2.19E-09,1.31E-09,4.24E-07,20,0,0,0,0,0,0,0,0,3,12of12inf
DEFINERS,19047,10,4.05E-10,1.66E-10,6.58E-08,10,0,0,0,0,0,0,0,0,3,12of12inf
DEFINES,19048,366255,1.48E-05,1.68E-05,4.83E-05,237319,0,0,0,0,0,0,0,0,2,12of12inf
DEFINING,19049,117070,4.74E-06,5.60E-06,3.99E-05,84739,0,0,0,0,0,0,0,0,3,12of12inf
DEFINITE,19050,144373,5.85E-06,4.91E-06,3.34E-05,61133,0,0,0,0,0,0,0,0,3,12of12inf
DEFINITELY,19051,4413,1.79E-07,1.26E-07,4.56E-06,3005,0,0,0,0,2009,0,0,0,4,12of12inf
DEFINITENESS,19052,260,1.05E-08,7.18E-09,9.52E-07,134,0,0,0,0,0,0,0,0,4,12of12inf
DEFINITENESSES,19053,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
DEFINITION,19054,2371027,9.60E-05,9.08E-05,0.000232638,624773,0,0,0,0,0,0,0,0,4,12of12inf
DEFINITIONAL,19055,19799,8.02E-07,3.28E-07,4.70E-06,11185,0,0,0,0,0,0,0,0,5,10K_2008
DEFINITIONALLY,19056,23,9.31E-10,4.90E-10,1.98E-07,18,0,0,0,0,0,0,0,0,5,10K_2018
DEFINITIONS,19057,1373662,5.56E-05,5.01E-05,0.000121357,556575,0,0,0,0,0,0,0,0,4,12of12inf
DEFINITIVE,19058,1402092,5.68E-05,6.55E-05,0.000199263,452592,0,0,0,0,0,0,0,0,4,12of12inf
DEFINITIVELY,19059,10531,4.26E-07,3.45E-07,6.61E-06,8280,0,0,0,0,2009,0,0,0,5,12of12inf
DEFINITIZATION,19060,1191,4.82E-08,3.05E-08,3.28E-06,301,0,0,0,0,0,0,0,0,6,10K_2010
DEFINITIZED,19061,1720,6.97E-08,3.60E-08,7.54E-06,326,0,0,0,0,0,0,0,0,4,10K_2010
DEFLATE,19062,309,1.25E-08,1.04E-08,8.50E-07,276,0,0,0,0,0,0,0,0,2,12of12inf
DEFLATED,19063,840,3.40E-08,3.20E-08,3.26E-06,652,0,0,0,0,0,0,0,0,3,12of12inf
DEFLATES,19064,116,4.70E-09,3.85E-09,6.12E-07,90,0,0,0,0,0,0,0,0,2,12of12inf
DEFLATING,19065,159,6.44E-09,6.04E-09,7.42E-07,147,0,0,0,0,0,0,0,0,3,12of12inf
DEFLATION,19066,31979,1.30E-06,1.27E-06,1.85E-05,18956,0,0,0,0,0,0,0,0,3,12of12inf
DEFLATIONARY,19067,5768,2.34E-07,2.17E-07,6.08E-06,4412,0,0,0,0,0,0,0,0,5,12of12inf
DEFLATIONS,19068,31,1.26E-09,1.03E-09,2.21E-07,31,0,0,0,0,0,0,0,0,3,12of12inf
DEFLATOR,19069,1680,6.80E-08,3.17E-08,2.07E-06,771,0,0,0,0,0,0,0,0,3,10K_2010
DEFLECT,19070,543,2.20E-08,1.44E-08,1.37E-06,344,0,0,0,0,0,0,0,0,2,12of12inf
DEFLECTED,19071,128,5.18E-09,3.95E-09,5.03E-07,103,0,0,0,0,0,0,0,0,3,12of12inf
DEFLECTING,19072,1131,4.58E-08,1.39E-08,1.84E-06,241,0,0,0,0,0,0,0,0,3,12of12inf
DEFLECTION,19073,1631,6.61E-08,4.62E-08,3.49E-06,756,0,0,0,0,0,0,0,0,3,12of12inf
DEFLECTIONS,19074,76,3.08E-09,1.91E-09,3.21E-07,62,0,0,0,0,0,0,0,0,3,12of12inf
DEFLECTIVE,19075,7,2.83E-10,1.74E-10,1.07E-07,6,0,0,0,0,0,0,0,0,3,12of12inf
DEFLECTOR,19076,465,1.88E-08,2.11E-08,2.76E-06,157,0,0,0,0,0,0,0,0,3,12of12inf
DEFLECTORS,19077,794,3.22E-08,3.75E-08,5.29E-06,229,0,0,0,0,0,0,0,0,3,12of12inf
DEFLECTS,19078,71,2.88E-09,1.59E-09,2.73E-07,55,0,0,0,0,0,0,0,0,2,12of12inf
DEFLOWER,19079,27,1.09E-09,7.84E-10,8.58E-07,1,0,0,0,0,0,0,0,0,3,12of12inf
DEFLOWERED,19080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFLOWERING,19081,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFLOWERS,19082,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFOCUS,19083,32,1.30E-09,1.42E-09,3.32E-07,28,0,0,0,0,0,0,0,0,3,10K_2018
DEFOG,19084,9,3.64E-10,3.69E-10,1.63E-07,9,0,0,0,0,0,0,0,0,2,12of12inf
DEFOGGED,19085,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
DEFOGGER,19086,195,7.90E-09,4.05E-09,2.69E-06,14,0,0,0,0,0,0,0,0,3,12of12inf
DEFOGGERS,19087,7,2.83E-10,2.89E-10,1.31E-07,7,0,0,0,0,0,0,0,0,3,12of12inf
DEFOGGING,19088,56,2.27E-09,2.80E-09,7.76E-07,47,0,0,0,0,0,0,0,0,3,12of12inf
DEFOGS,19089,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
DEFOLIANT,19090,161,6.52E-09,6.63E-09,1.05E-06,91,0,0,0,0,0,0,0,0,4,12of12inf
DEFOLIANTS,19091,103,4.17E-09,2.25E-09,4.93E-07,72,0,0,0,0,0,0,0,0,4,12of12inf
DEFOLIATE,19092,1,4.05E-11,1.21E-11,1.32E-08,1,0,0,0,0,0,0,0,0,4,12of12inf
DEFOLIATED,19093,5,2.02E-10,1.90E-10,1.30E-07,5,0,0,0,0,0,0,0,0,5,12of12inf
DEFOLIATES,19094,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFOLIATING,19095,17,6.88E-10,6.73E-10,1.89E-07,17,0,0,0,0,0,0,0,0,5,12of12inf
DEFOLIATION,19096,34,1.38E-09,1.64E-09,4.44E-07,29,0,0,0,0,0,0,0,0,5,12of12inf
DEFOLIATIONS,19097,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
DEFOLIATOR,19098,20,8.10E-10,1.28E-09,5.29E-07,10,0,0,0,0,0,0,0,0,5,12of12inf
DEFOLIATORS,19099,41,1.66E-09,1.38E-09,3.96E-07,18,0,0,0,0,0,0,0,0,5,12of12inf
DEFOREST,19100,2351,9.52E-08,1.83E-07,1.88E-05,801,0,0,0,0,0,0,0,0,3,12of12inf
DEFORESTATION,19101,922,3.73E-08,3.12E-08,2.33E-06,608,0,0,0,0,0,0,0,0,5,12of12inf
DEFORESTATIONS,19102,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
DEFORESTED,19103,117,4.74E-09,8.13E-09,9.02E-07,108,0,0,0,0,0,0,0,0,4,12of12inf
DEFORESTING,19104,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
DEFORESTS,19105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFORM,19106,212,8.59E-09,5.08E-09,5.55E-07,186,0,0,0,0,0,0,0,0,2,12of12inf
DEFORMATION,19107,2717,1.10E-07,7.93E-08,4.01E-06,1490,0,0,0,0,0,0,0,0,4,12of12inf
DEFORMATIONS,19108,132,5.35E-09,4.62E-09,7.70E-07,104,0,0,0,0,0,0,0,0,4,12of12inf
DEFORMED,19109,1364,5.52E-08,4.73E-08,2.41E-06,924,0,0,0,0,0,0,0,0,2,12of12inf
DEFORMING,19110,149,6.03E-09,3.13E-09,3.58E-07,131,0,0,0,0,0,0,0,0,3,12of12inf
DEFORMITIES,19111,1402,5.68E-08,3.62E-08,2.17E-06,857,0,0,0,0,0,0,0,0,4,12of12inf
DEFORMITY,19112,2733,1.11E-07,6.69E-08,4.00E-06,1006,0,0,0,0,0,0,0,0,4,12of12inf
DEFORMS,19113,18,7.29E-10,6.89E-10,2.49E-07,18,0,0,0,0,0,0,0,0,2,12of12inf
DEFRAUD,19114,31811,1.29E-06,6.49E-07,8.26E-06,23603,2009,0,0,0,0,0,0,0,2,12of12inf
DEFRAUDED,19115,4966,2.01E-07,2.30E-07,7.04E-06,3507,2009,0,0,0,0,0,0,0,3,12of12inf
DEFRAUDER,19116,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFRAUDERS,19117,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFRAUDING,19118,2642,1.07E-07,4.65E-08,2.34E-06,2156,2009,0,0,0,0,0,0,0,3,12of12inf
DEFRAUDS,19119,227,9.19E-09,4.92E-09,5.47E-07,184,2009,0,0,0,0,0,0,0,2,12of12inf
DEFRAY,19120,15792,6.40E-07,7.44E-07,1.42E-05,11477,0,0,0,0,0,0,0,0,2,12of12inf
DEFRAYAL,19121,55,2.23E-09,1.90E-09,3.67E-07,48,0,0,0,0,0,0,0,0,3,12of12inf
DEFRAYALS,19122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFRAYED,19123,467,1.89E-08,1.82E-08,1.76E-06,343,0,0,0,0,0,0,0,0,2,12of12inf
DEFRAYING,19124,3725,1.51E-07,7.94E-08,2.85E-06,2563,0,0,0,0,0,0,0,0,4,12of12inf
DEFRAYS,19125,141,5.71E-09,5.15E-09,5.73E-07,128,0,0,0,0,0,0,0,0,2,12of12inf
DEFROCK,19126,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
DEFROCKED,19127,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
DEFROCKING,19128,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
DEFROCKS,19129,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
DEFROST,19130,154,6.24E-09,4.56E-09,6.77E-07,114,0,0,0,0,0,0,0,0,2,12of12inf
DEFROSTED,19131,26,1.05E-09,1.18E-09,5.91E-07,23,0,0,0,0,0,0,0,0,3,12of12inf
DEFROSTER,19132,152,6.16E-09,2.65E-08,6.66E-06,47,0,0,0,0,0,0,0,0,3,12of12inf
DEFROSTERS,19133,40,1.62E-09,2.20E-09,1.11E-06,37,0,0,0,0,0,0,0,0,3,12of12inf
DEFROSTING,19134,153,6.20E-09,6.48E-09,9.91E-07,116,0,0,0,0,0,0,0,0,3,12of12inf
DEFROSTS,19135,3,1.21E-10,9.64E-11,6.86E-08,3,0,0,0,0,0,0,0,0,2,12of12inf
DEFT,19136,102,4.13E-09,2.86E-09,5.64E-07,61,0,0,0,0,0,0,0,0,1,12of12inf
DEFTER,19137,5,2.02E-10,1.22E-10,7.79E-08,4,0,0,0,0,0,0,0,0,2,12of12inf
DEFTEST,19138,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
