id_empresa,nombre,ticker,ticker_yf,ISIN,pais,sector_ICB,supersector,año,capitalización,moneda,ingresos,ebitda,net_income,total_assets,equity,deuda,ROA,ROE,margen_beneficio,deuda_equity,sector_yf,industria_yf,pais_yf,nota,error_yf,fuente_ebitda
E019,Bouygues,EN,EN.PA,FR001400UJU6,France,Construction and Materials,Industrials,2022,19269713920.0,EUR,44398000000.0,4531000000.0,973000000.0,60595000000.0,12212000000.0,15970000000.0,0.0160574304810627,0.0796757287913527,0.0219154015946664,1.3077301015394691,Industrials,Engineering & Construction,France,,,direct
E019,Bouygues,EN,EN.PA,FR001400UJU6,France,Construction and Materials,Industrials,2023,19269713920.0,EUR,56017000000.0,5137000000.0,1040000000.0,60746000000.0,12408000000.0,14834000000.0,0.0171204688374543,0.0838168923275306,0.0185657925272685,1.195519019987105,Industrials,Engineering & Construction,France,,,direct
E019,Bouygues,EN,EN.PA,FR001400UJU6,France,Construction and Materials,Industrials,2024,19269713920.0,EUR,56752000000.0,5392000000.0,1058000000.0,63084000000.0,12700000000.0,14742000000.0,0.0167712890748842,0.0833070866141732,0.0186425148012404,1.1607874015748032,Industrials,Engineering & Construction,France,,,direct
E020,Eiffage,EFGI,FGR.PA,FR0000130452,France,Construction and Materials,Industrials,2022,11936400384.0,EUR,20884000000.0,3416000000.0,896000000.0,36196000000.0,6176000000.0,15936000000.0,0.0247541164769587,0.1450777202072538,0.042903658303007,2.5803108808290154,Industrials,Engineering & Construction,France,,,direct
E020,Eiffage,EFGI,FGR.PA,FR0000130452,France,Construction and Materials,Industrials,2023,11936400384.0,EUR,22389000000.0,3900000000.0,1013000000.0,37825000000.0,6455000000.0,15983000000.0,0.0267812293456708,0.1569326103795507,0.0452454330251462,2.4760650658404337,Industrials,Engineering & Construction,France,,,direct
E020,Eiffage,EFGI,FGR.PA,FR0000130452,France,Construction and Materials,Industrials,2024,11936400384.0,EUR,24037000000.0,4051000000.0,1039000000.0,40303000000.0,6677000000.0,16699000000.0,0.0257797186313673,0.1556088063501572,0.0432250280817073,2.5009734910888124,Industrials,Engineering & Construction,France,,,direct
E021,Brunello Cucinelli,BRNW,BC.MI,IT0004764699,Italy,Consumer Products and Services,Consumer Discretionary,2022,5542000128.0,EUR,919708000.0,270052000.0,80599000.0,1322988000.0,382543000.0,687640000.0,0.0609219433585187,0.2106926541591403,0.0876354234169975,1.7975495565204431,Consumer Cyclical,Luxury Goods,Italy,,,direct
E021,Brunello Cucinelli,BRNW,BC.MI,IT0004764699,Italy,Consumer Products and Services,Consumer Discretionary,2023,5542000128.0,EUR,1139420000.0,330558000.0,114617000.0,1379880000.0,441791000.0,666998000.0,0.0830630199727512,0.2594371546726846,0.100592406663039,1.5097591395026155,Consumer Cyclical,Luxury Goods,Italy,,,direct
E021,Brunello Cucinelli,BRNW,BC.MI,IT0004764699,Italy,Consumer Products and Services,Consumer Discretionary,2024,5542000128.0,EUR,1278540000.0,361702000.0,119478000.0,1744893000.0,489938000.0,961987000.0,0.0684729665372031,0.2438635092603553,0.0934487775118494,1.9634872167498745,Consumer Cyclical,Luxury Goods,Italy,,,direct
E022,Hugo Boss,BOSS,BOSS.DE,DE000A1PHFF7,Germany,Consumer Products and Services,Consumer Discretionary,2022,2453524736.0,EUR,3651378000.0,656400000.0,209495000.0,3126602000.0,1116581000.0,914098000.0,0.0670040510432731,0.187621856363309,0.0573742296743859,0.8186580283920288,Consumer Cyclical,Apparel Manufacturing,Germany,,,direct
E022,Hugo Boss,BOSS,BOSS.DE,DE000A1PHFF7,Germany,Consumer Products and Services,Consumer Discretionary,2023,2453524736.0,EUR,4197457000.0,744425000.0,258371000.0,3471667000.0,1292663000.0,1124121000.0,0.0744227484951753,0.1998749867521542,0.0615541743488974,0.8696164429553565,Consumer Cyclical,Apparel Manufacturing,Germany,,,direct
