id_empresa,empresa,ticker,pais,año,tipo_informe,url_fuente,fecha_descarga,n_paginas,idioma,estado,notas
E046,SGS S.A.,SGSN,Switzerland,2022,integrated,https://www.sgs.com/-/media/sgscorp/documents/corporate/reports-and-presentations/2020s/2022/sgs-2022-integrated-report-en.cdn.en.pdf,2026-05-27,142.0,,descargado,no encontrado automáticamente
E046,SGS S.A.,SGSN,Switzerland,2023,integrated,https://www.sgs.com/-/media/sgscorp/documents/corporate/reports-and-presentations/2020s/2023/sgs-2023-integrated-report-en.cdn.en-FR.pdf,2026-05-27,137.0,,descargado,no encontrado automáticamente
E046,SGS S.A.,SGSN,Switzerland,2024,integrated,https://www.sgs.com/-/media/sgscorp/documents/corporate/reports-and-presentations/2020s/2025/sgs-2024-integrated-report-en.cdn.en-RO.pdf,2026-05-27,84.0,,descargado,no encontrado automáticamente
E047,Safran,SAF,France,2022,integrated,https://www.safran-group.com/sites/default/files/2023-04/SAFRAN_RI-2022_UK_MEL.pdf,2026-05-30,536.0,fr,descargado,URD completo 536pp — reemplaza folleto indicadores 27pp
E047,Safran,SAF,France,2023,integrated,https://www.safran-group.com/sites/default/files/2024-03/2023-safran-integrated-report.pdf,2026-05-30,542.0,fr,descargado,URD completo 542pp — reemplaza folleto indicadores 35pp
E047,Safran,SAF,France,2024,integrated,,2026-05-27,,,descargado,no encontrado automáticamente
E048,AXA,CS,France,2022,integrated,https://www-axa-com.cdn.prismic.io/www-axa-com/aN0PG55xUNkB1WiL_axa_urd2022_accessibleb_va.pdf,2026-05-27,59.0,,descargado,no encontrado automáticamente
E048,AXA,CS,France,2023,integrated,https://www-axa-com.cdn.prismic.io/www-axa-com/aNzv0Z5xUNkB1VHO_axa_urd2023_accessibleb_va.pdf,2026-05-27,70.0,,descargado,no encontrado automáticamente
E048,AXA,CS,France,2024,integrated,https://www-axa-com.cdn.prismic.io/www-axa-com/aNzv1p5xUNkB1VHR_axa_urd2024_accessible_va.pdf,2026-05-27,284.0,,descargado,no encontrado automáticamente
E049,Talanx,TLX,Germany,2022,integrated,,2026-05-27,,,descargado,no encontrado automáticamente
E049,Talanx,TLX,Germany,2023,integrated,https://www.talanx.com/media/Files/investor-relations/pdf/ergebnisse/2023/FY/2023_tx_konzern_en.pdf,2026-05-27,36.0,,descargado,no encontrado automáticamente
E049,Talanx,TLX,Germany,2024,integrated,https://www.talanx.com/media/Files/investor-relations/pdf/ergebnisse/2024/Q4/2024_talanx_konzern_en_pw.pdf,2026-05-27,71.0,,descargado,no encontrado automáticamente
E050,Aviva,AV,United Kingdom,2022,integrated,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2022/aviva-plc-annual-report-and-accounts-2022.pdf,2026-05-26,93.0,,descargado,no encontrado automáticamente
E050,Aviva,AV,United Kingdom,2023,integrated,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2023/aviva-plc-annual-report-and-accounts-2023.pdf,2026-05-26,147.0,,descargado,no encontrado automáticamente
E050,Aviva,AV,United Kingdom,2024,integrated,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2024/aviva-plc-annual-report-and-accounts-2024.pdf,2026-05-26,146.0,,descargado,no encontrado automáticamente
E051,Tryg,TRYG,Denmark,2022,integrated,https://tryg.com/sites/tryg.com/files/2023-08/Tryg%20AR%202022.pdf,2026-05-27,179.0,,descargado,no encontrado automáticamente
E051,Tryg,TRYG,Denmark,2023,integrated,https://tryg.com/sites/tryg.com/files/2024-01/Tryg%20Annual%20Report%202023_4.pdf,2026-05-27,406.0,,descargado,no encontrado automáticamente
E051,Tryg,TRYG,Denmark,2024,integrated,https://tryg.com/sites/tryg.com/files/2025-01/Annual%20Report%202024%20-%20TRYG%20A_S.pdf,2026-05-27,358.0,,descargado,no encontrado automáticamente
E052,Zurich Insurance Group,ZURN,Switzerland,2022,integrated,https://web.archive.org/web/20230410154545if_/https://www.zurich.com/-/media/project/zurich/dotcom/investor-relations/docs/financial-reports/2022/annual-report-2022-en.pdf,2026-05-27,217.0,,descargado,descarga directa bloqueada — descargar manualmente
E052,Zurich Insurance Group,ZURN,Switzerland,2023,integrated,https://edge.sitecorecloud.io/zurichinsur6934-zwpcorp-prod-ae5e/media/project/zurich/dotcom/investor-relations/docs/financial-reports/2023/annual-report-2023-en.pdf,2026-05-26,204.0,,descargado,no encontrado automáticamente
E052,Zurich Insurance Group,ZURN,Switzerland,2024,integrated,https://edge.sitecorecloud.io/zurichinsur6934-zwpcorp-prod-ae5e/media/project/zurich/dotcom/investor-relations/docs/financial-reports/2024/annual-report-2024-en.pdf,2026-05-26,227.0,,descargado,no encontrado automáticamente
E053,Viaplay,VPLAY B,Sweden,2022,integrated,https://www.viaplaygroup.com/sites/viaplay-corp/files/pr/202304044882-1.pdf,2026-05-27,53.0,,descargado,no encontrado automáticamente
E053,Viaplay,VPLAY B,Sweden,2023,integrated,https://www.viaplaygroup.com/sites/viaplay-corp/files/viaplay_group_ab_publ_annual_sustainability_report_2023.pdf,2026-05-27,79.0,,descargado,no encontrado automáticamente
E053,Viaplay,VPLAY B,Sweden,2024,integrated,https://www.viaplaygroup.com/sites/viaplay-corp/files/2025-03/Viaplay_Group_Annual_and_Sustainability_report_2024.pdf,2026-05-27,115.0,,descargado,no encontrado automáticamente
E054,Ontex,ONT,Belgium,2022,integrated,https://ontex.com/wp-content/uploads/2023/04/Ontex-integrated-annual-report-2022-interactive.pdf,2026-05-27,80.0,,descargado,no encontrado automáticamente
E054,Ontex,ONT,Belgium,2023,integrated,https://ontex.com/wp-content/uploads/2024/04/Ontex-integrated-annual-report-2023-1-1.pdf,2026-05-27,62.0,,descargado,no encontrado automáticamente
E054,Ontex,ONT,Belgium,2024,integrated,https://ontex.com/wp-content/uploads/2025/03/24AR_AnnualReport_EN_Final.pdf,2026-05-27,77.0,,descargado,no encontrado automáticamente
E055,Unilever,ULVR,United Kingdom,2022,integrated,https://www.unilever.com/files/92ui5egz/production/16595bc7b5e40fd6a3bba1e8ded0399cfa3f1bed.pdf,2026-05-29,312.0,en,descargado,descargado manualmente
E055,Unilever,ULVR,United Kingdom,2023,integrated,https://www.annualreports.com/HostedData/AnnualReportArchive/u/LSE_ULVR_2023.pdf,2026-05-28,188.0,,descargado,descarga directa bloqueada — descargar manualmente
E055,Unilever,ULVR,United Kingdom,2024,integrated,https://www.unilever.com/files/unilever-annual-report-and-accounts-2024.pdf,2026-05-29,305.0,en,descargado,descargado manualmente
E056,Dia,DIA,Spain,2022,integrated,https://diacorporate.com/wp-content/uploads/2023/04/Consolidated-Annual-Accounts-and-directors-report-DIA-2022.pdf,2026-05-27,170.0,,descartado,"descartado del corpus NLP — sin contenido ESG (0pp, Cat E). Ver Decisión 010"
E056,Dia,DIA,Spain,2023,integrated,https://diacorporate.com/wp-content/uploads/2024/02/Memoria-Grupo-DIA-e-IG-consolidado-V.ingles-con-IA-xs.pdf,2026-05-27,94.0,,descargado,no encontrado automáticamente
E056,Dia,DIA,Spain,2024,integrated,https://diacorporate.com/wp-content/uploads/2025/06/Annual-Report-2024-Dia-Group_ENG-1.pdf,2026-05-28,43.0,en,descargado,sustituido (Decisión 031): PDF original era de otra empresa o tipo de documento incorrecto
E057,Colruyt,COLR,Belgium,2022,integrated,https://www.colruytgroup.com/en/investor-relations/annual-reports,2026-05-29,280.0,en,descargado,descargado manualmente — FY2021/22
E057,Colruyt,COLR,Belgium,2023,integrated,https://live.euronext.com/sites/default/files/esg_document_files/2023-11/001881_Annual%20report%20Colruyt%20Group%202022-2023_0_2023-11-07_10:34.pdf,2026-05-27,197.0,,descargado,no encontrado automáticamente
E057,Colruyt,COLR,Belgium,2024,integrated,https://live.euronext.com/sites/default/files/esg_document_files/2025-04/001881_Annual%20report%20with%20sustainability%20reporting%202023_24_0_2025-04-14_13:09.pdf,2026-05-28,173.0,,descargado,no encontrado automáticamente
E058,Segro,SGRO,United Kingdom,2022,integrated,https://www.segro.com/media/enlje3wp/annual-report-2022-final.pdf,2026-05-27,101.0,,descargado,no encontrado automáticamente
E058,Segro,SGRO,United Kingdom,2023,integrated,https://www.segro.com/media/0r4biubx/segro_ar2023.pdf,2026-05-27,121.0,,descargado,no encontrado automáticamente
E058,Segro,SGRO,United Kingdom,2024,integrated,https://www.segro.com/media/1h4c1331/segro_ar24_interactive.pdf,2026-05-27,111.0,,descargado,no encontrado automáticamente
E059,Merlin Properties,MRL,Spain,2022,integrated,https://ir.merlinproperties.com/wp-content/uploads/2023/04/Annual-Report-2022.pdf,2026-05-27,135.0,,descargado,no encontrado automáticamente
E059,Merlin Properties,MRL,Spain,2023,integrated,https://ir.merlinproperties.com/wp-content/uploads/2024/05/Annual-Report-2023-3-1.pdf,2026-05-27,134.0,,descargado,no encontrado automáticamente
E059,Merlin Properties,MRL,Spain,2024,integrated,https://ir.merlinproperties.com/wp-content/uploads/2025/05/Annual-Report-2024_ACC.pdf,2026-05-27,93.0,,descargado,no encontrado automáticamente
E060,Gecina,GFC,France,2022,integrated,https://www.gecina.fr/sites/default/files/2023-02/gecina_-_document_denregistrement_universel_2022.pdf,2026-05-27,140.0,,descargado,no encontrado automáticamente
E060,Gecina,GFC,France,2023,integrated,https://www.gecina.fr/sites/default/files/2024-02/gecina_document_d_enregistrement_universel_2023.pdf,2026-05-27,214.0,,descargado,no encontrado automáticamente
E060,Gecina,GFC,France,2024,integrated,https://www.gecina.fr/sites/default/files/2025-02/gecina_-_document_d_enregistrement_universel_2024.pdf,2026-05-27,158.0,,descargado,no encontrado automáticamente
E061,Castellum,CAST,Sweden,2022,integrated,https://www.annualreports.com/HostedData/AnnualReportArchive/c/castellum_2022.pdf,2026-06-12,116.0,,descargado,no encontrado automáticamente
E061,Castellum,CAST,Sweden,2023,integrated,https://www.annualreports.com/HostedData/AnnualReportArchive/c/castellum_2023.pdf,2026-06-12,129.0,,descargado,no encontrado automáticamente
E061,Castellum,CAST,Sweden,2024,integrated,https://storage.mfn.se/e8a0a9e3-9238-42a9-a59a-629f5e32813e/castellum-annual-report-2024.pdf,2026-06-12,175.0,,descargado,PDF verificado en data/raw/ — tracking corregido (constaba como problema pese a tener el PDF descargado)
E062,Delivery Hero,DHER,Germany,2022,integrated,https://ir-api.eqs.com/media/document/d642242f-833c-45ff-b7b1-9c9784cea279/assets/DeliveryHero_Annual%20Report_2022.pdf?disposition=inline,2026-06-12,88.0,,descargado,PDF verificado en data/raw/Germany/DHER/ — tracking corregido (estaba en problema con url_fuente/n_paginas ya rellenos)
E062,Delivery Hero,DHER,Germany,2023,integrated,https://www.lobbyregister.bundestag.de/media/9c/ab/313888/Delivery-Hero-Annual-Report-2023.pdf,2026-06-12,104.0,,descargado,PDF verificado en data/raw/Germany/DHER/ — tracking corregido (estaba en problema con url_fuente/n_paginas ya rellenos)
E062,Delivery Hero,DHER,Germany,2024,integrated,https://ir.deliveryhero.com/media/document/c38c7d53-cd6e-44de-8b1f-3559d5c43e6b/assets/DE000A2E4K43-JA-2024-EQ-E-00.pdf,2026-06-12,113.0,,descargado,PDF verificado en data/raw/Germany/DHER/ — tracking corregido (estaba en problema con url_fuente/n_paginas ya rellenos)
E063,Travis Perkins,TPK,United Kingdom,2022,integrated,https://www.travisperkinsplc.co.uk/media/dqbnofvc/annual-report-and-accounts-2022.pdf,2026-05-27,135.0,,descargado,no encontrado automáticamente
E063,Travis Perkins,TPK,United Kingdom,2023,integrated,https://www.travisperkinsplc.co.uk/media/4mznqoer/travis-perkins-annual-report-2023.pdf,2026-05-27,108.0,,descargado,no encontrado automáticamente
E063,Travis Perkins,TPK,United Kingdom,2024,integrated,https://www.travisperkinsplc.co.uk/media/uc0oz433/travis-perkins-plc-2024-annual-report.pdf,2026-05-27,67.0,,descargado,no encontrado automáticamente
E064,H&M,HMB,Sweden,2022,integrated,https://hmgroup.com/wp-content/uploads/2023/03/HM-Group-Annual-and-Sustainability-Report-2022.pdf,2026-05-26,51.0,,descargado,no encontrado automáticamente
E064,H&M,HMB,Sweden,2023,integrated,https://hmgroup.com/wp-content/uploads/2024/03/HM-Group-Annual-and-Sustainability-Report-2023.pdf,2026-05-26,120.0,,descargado,no encontrado automáticamente
E064,H&M,HMB,Sweden,2024,integrated,https://hmgroup.com/wp-content/uploads/2025/03/HM-Group-Annual-and-sustainability-report-2024.pdf,2026-05-26,106.0,,descargado,no encontrado automáticamente
E065,Marks & Spencer,MKS,United Kingdom,2022,integrated,https://corporate.marksandspencer.com/sites/marksandspencer/files/Annual%20reports/m-and-s_ar22_full-ar.pdf,2026-05-26,91.0,,descargado,no encontrado automáticamente
E065,Marks & Spencer,MKS,United Kingdom,2023,integrated,https://corporate.marksandspencer.com/sites/marksandspencer/files/2023-06/M-and-S-2023-Annual-Report.pdf,2026-05-26,108.0,,descargado,no encontrado automáticamente
E065,Marks & Spencer,MKS,United Kingdom,2024,integrated,https://corporate.marksandspencer.com/sites/marksandspencer/files/2024-06/M-and-S-2024-Annual-Report.pdf,2026-05-26,199.0,,descargado,no encontrado automáticamente
E066,JD Sports,JD,United Kingdom,2022,integrated,https://s204.q4cdn.com/980191062/files/doc_financials/2022/ar/final-annual-report-2022.pdf,2026-05-27,138.0,,descargado,no encontrado automáticamente
E066,JD Sports,JD,United Kingdom,2023,integrated,https://s204.q4cdn.com/980191062/files/doc_financials/2023/ar/jd-annual-report-and-accounts-2023.pdf,2026-05-27,192.0,,descargado,no encontrado automáticamente
E066,JD Sports,JD,United Kingdom,2024,integrated,https://s204.q4cdn.com/980191062/files/doc_financials/2024/ar/jd-sports-fashion-annual-report-and-accounts-2024.pdf,2026-05-27,96.0,,descargado,no encontrado automáticamente
E067,Melexis,MELE,Belgium,2022,integrated,https://media.melexis.com/-/media/files/documents/investor-relations/reports/annual-reports/en/2022-annual-report-melexis-en.pdf,2026-05-27,1166.0,,descargado,no encontrado automáticamente
E067,Melexis,MELE,Belgium,2023,integrated,https://media.melexis.com/-/media/files/documents/investor-relations/reports/annual-reports/en/2023-annual-report-melexis-en.pdf,2026-05-27,872.0,,descargado,no encontrado automáticamente
E067,Melexis,MELE,Belgium,2024,integrated,https://media.melexis.com/-/media/files/documents/investor-relations/reports/annual-reports/en/2024-annual-report-melexis-en.pdf,2026-05-27,776.0,,descargado,no encontrado automáticamente
E068,Sage Group,SGE,United Kingdom,2022,integrated,https://www.sage.com/en-gb/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2022.pdf,2026-05-27,111.0,,descargado,no encontrado automáticamente
E068,Sage Group,SGE,United Kingdom,2023,integrated,https://www.sage.com/en-gb/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2023.pdf,2026-05-27,94.0,,descargado,no encontrado automáticamente
E068,Sage Group,SGE,United Kingdom,2024,integrated,https://www.sage.com/en-gb/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2024.pdf,2026-05-27,131.0,,descargado,no encontrado automáticamente
E069,STMicroelectronics,STMPA,Netherlands,2022,integrated,https://investors.st.com/financials/annual-and-semi-annual-reports,2026-05-29,227.0,en,descargado,descargado manualmente desde investors.st.com — DAR 2022
E069,STMicroelectronics,STMPA,Netherlands,2023,integrated,https://investors.st.com/financials/annual-and-semi-annual-reports,2026-05-29,254.0,en,descargado,DAR 2023 descargado manualmente desde investors.st.com (reemplaza copia Wayback)
E069,STMicroelectronics,STMPA,Netherlands,2024,integrated,https://web.archive.org/web/20250401120642if_/https://investors.st.com/static-files/ea3b0c4d-88be-404f-ac90-9236fe61d454,2026-05-28,442.0,en,descargado,Dutch Annual Report 2024 via Wayback CDX (UUID ea3b0c4d)
E070,Vodafone Group,VOD,United Kingdom,2022,integrated,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2022/vodafone-2022-annual-report.pdf,2026-05-28,,en,descargado,URL actualizada: ruta media (no sites/vodafone-ir)
E070,Vodafone Group,VOD,United Kingdom,2023,integrated,https://www.annualreports.com/HostedData/AnnualReportArchive/v/LSE_VOD_2023.pdf,2026-05-28,144.0,,descargado,descarga directa bloqueada — descargar manualmente
E070,Vodafone Group,VOD,United Kingdom,2024,integrated,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000097578/NI-000097578.pdf,2026-05-28,179.0,,descargado,no encontrado automáticamente
E071,Swisscom,SCMN,Switzerland,2022,integrated,https://www.swisscom.ch/en/about-swisscom/company/reports-results/annual-report.html,2026-05-29,186.0,,descargado,PDF descargado manualmente — geschaeftsbericht 2022 en
E071,Swisscom,SCMN,Switzerland,2023,integrated,https://www.swisscom.ch/en/about-swisscom/company/reports-results/annual-report.html,2026-05-29,212.0,,descargado,PDF descargado manualmente — geschaeftsbericht 2023 en
E071,Swisscom,SCMN,Switzerland,2024,integrated,https://www.swisscom.ch/en/about-swisscom/company/reports-results/annual-report.html,2026-05-29,230.0,,descargado,PDF descargado manualmente — geschaeftsbericht 2024 en
E072,Freenet,FNTN,Germany,2022,integrated,https://www.freenet.ag/binaries/_ts_1691410969603/content/assets/freenetgroup/pdf/ir-englisch/finanzberichte/2022/2022_ar_web_freenet.pdf,2026-05-27,43.0,,descargado,no encontrado automáticamente
E072,Freenet,FNTN,Germany,2023,integrated,https://www.freenet.ag/binaries/_ts_1713541479442/content/assets/freenetgroup/pdf/ir-englisch/finanzberichte/2023/freenet-gb-2023-e-web.pdf,2026-05-27,41.0,,descargado,no encontrado automáticamente
E072,Freenet,FNTN,Germany,2024,integrated,https://www.freenet.ag/binaries/_ts_1743061697640/content/assets/freenetgroup/pdf/ir-englisch/finanzberichte/2024/freenet-gb-2024-en-web.pdf,2026-05-27,53.0,,descargado,no encontrado automáticamente
E073,Orange S.A.,ORAN,France,2022,integrated,https://rai.orange.com/wp-content/uploads/sites/54/2024/02/orange_integratedannualreport_2022_en.pdf,2026-05-26,480.0,,descargado,reemplazado por informe anual completo EN
E073,Orange S.A.,ORAN,France,2023,integrated,https://www.orange-business.com/sites/default/files/rapport-financier-2023.pdf,2026-05-28,130.0,,descargado,no encontrado automáticamente
E073,Orange S.A.,ORAN,France,2024,integrated,https://mastermedia.dam-broadcast.com/medias/domain12751/media101349/404737-yf5e7h0wx1-75.pdf,2026-05-28,126.0,,descargado,no encontrado automáticamente
E074,Telecom Italia,TIT,Italy,2022,integrated,https://www.gruppotim.it/content/dam/gt/investitori/doc---avvisi/anno-2023/eng/Annual-report-2022.pdf,2026-05-27,125.0,,descargado,no encontrado automáticamente
E074,Telecom Italia,TIT,Italy,2023,integrated,https://www.gruppotim.it/content/dam/gt/investitori/doc---avvisi/anno-2024/eng/Annual-report-2023.pdf,2026-05-27,95.0,,descargado,no encontrado automáticamente
E074,Telecom Italia,TIT,Italy,2024,integrated,https://www.gruppotim.it/content/dam/gt/investitori/doc---report-finanziari/2024/Annual%20report%202024.pdf,2026-05-27,109.0,,descargado,no encontrado automáticamente
E075,Compass Group,CPG,United Kingdom,2022,integrated,https://www.compassgroupplc.com/investors/reports-and-presentations,2026-05-29,226.0,en,descargado,reemplaza doc incorrecto (era Compass Diversified Holdings CODI)
E075,Compass Group,CPG,United Kingdom,2023,integrated,https://www.compassgroupplc.com/investors,2026-05-29,236.0,en,descargado,descargado manualmente desde compassgroupplc.com
E075,Compass Group,CPG,United Kingdom,2024,integrated,https://www.compassgroupplc.com/investors,2026-05-29,236.0,en,descargado,descargado manualmente desde compassgroupplc.com
E076,Flutter Entertainment,FLTR,Ireland,2022,integrated,https://flutter.com/media/ygebk1qa/flutter-entertainment-plc-annual-report-accounts-2022.pdf,2026-05-27,170.0,,descargado,no encontrado automáticamente
E076,Flutter Entertainment,FLTR,Ireland,2023,integrated,https://flutter.com/media/3s0peofa/flutter-entertainment-plc-annual-report-and-accounts-2023-10-k_updated.pdf,2026-05-27,180.0,,descargado,no encontrado automáticamente
E076,Flutter Entertainment,FLTR,Ireland,2024,integrated,https://flutter.com/media/s44lcmmb/flutter-uk-wrapper-10k_fnl.pdf,2026-05-27,50.0,,descargado,no encontrado automáticamente
E077,Aena,AENA,Spain,2022,,,,364.0,,descargado,reconciliado | REEMPLAZAR por informe anual integrado completo: extracto sostenibilidad (NFIS)
E077,Aena,AENA,Spain,2023,,,,413.0,,descargado,reconciliado | REEMPLAZAR por informe anual integrado completo: extracto sostenibilidad (NFIS)
E077,Aena,AENA,Spain,2024,,,,309.0,,descargado,reconciliado | REEMPLAZAR por informe anual integrado completo: extracto sostenibilidad (NFIS)
E078,Air France-KLM,AF,France,2022,,,,464.0,,descargado,reconciliado
E078,Air France-KLM,AF,France,2023,,,,488.0,,descargado,reconciliado
E078,Air France-KLM,AF,France,2024,integrated,https://www.airfranceklm.com/sites/default/files/2025-04/2024_urd_ven_04032025.pdf,2026-05-28,532.0,en,descargado,descargado automáticamente via Wayback CDX
E079,Enel,ENEL,Italy,2022,integrated,https://www.enel.com/content/dam/enel-com/documenti/investitori/informazioni-finanziarie/2022/annuali/en/integrated-annual-report_2022.pdf,2026-05-28,,en,descargado,URL actualizada: ruta investitori (no investors)
E079,Enel,ENEL,Italy,2023,integrated,https://www.annualreports.com/HostedData/AnnualReportArchive/e/NYSE_ENIA_2023.pdf,2026-05-28,424.0,,descargado,Enel Group Integrated Annual Report 2023 EN (reemplazado)
E079,Enel,ENEL,Italy,2024,integrated,https://www.enel.com/content/dam/enel-com/documenti/investitori/informazioni-finanziarie/2024/annuali/en/integrated-annual-report_2024.pdf,2026-05-28,,en,descargado,URL actualizada: ruta investitori (no investors)
E080,Acciona Energía,ANE,Spain,2022,integrated,https://report2022.acciona-energia.com/pdfs/acciona-energia-2022-integrated-report.pdf,2026-05-27,26.0,,descargado,no encontrado automáticamente | REEMPLAZAR por informe anual integrado completo: integrated report resumen sin financieros
E080,Acciona Energía,ANE,Spain,2023,integrated,https://report2023.acciona-energia.com/pdfs/ACCIONAEnergia-Sustainability-report_2023.pdf,2026-05-27,70.0,,descargado,no encontrado automáticamente | REEMPLAZAR por informe anual integrado completo: sustainability report standalone
E080,Acciona Energía,ANE,Spain,2024,integrated,https://www.acciona.com/content/dam/acciona-global/documentos/juntas-generales/2025/en/intregrated-report-2024-acciona.pdf,2026-05-27,544.0,,descargado,no encontrado automáticamente | REEMPLAZAR por informe anual integrado completo: integrated report resumen sin financieros
E081,Engie,ENGIE,France,2022,integrated,https://www.engie.com/sites/default/files/assets/documents/2023-02/ENGIE_2022%20Management%20report%20and%20annual%20consolidated%20financial%20statements.pdf,2026-05-26,38.0,,descargado,no encontrado automáticamente
E081,Engie,ENGIE,France,2023,integrated,https://www.engie.com/sites/default/files/assets/documents/2024-02/2023%20Management%20report%20and%20Annual%20consolidated%20financial%20statements%202.pdf,2026-05-26,36.0,,descargado,no encontrado automáticamente
E081,Engie,ENGIE,France,2024,integrated,https://www.engie.com/sites/default/files/assets/documents/2025-02/2024%20Management%20report%20and%20Annual%20consolidated%20financial%20statements.pdf,2026-05-26,52.0,,descargado,no encontrado automáticamente
E082,SSE,SSE,United Kingdom,2022,integrated,https://www.sse.com/media/y5ohomz3/38530-sse-ar2022-web.pdf,2026-05-26,150.0,,descargado,no encontrado automáticamente
E082,SSE,SSE,United Kingdom,2023,integrated,https://www.sse.com/media/ucnjhbcv/sse-full-annual-report-revised-web.pdf,2026-05-26,127.0,,descargado,no encontrado automáticamente
E082,SSE,SSE,United Kingdom,2024,integrated,https://www.sse.com/media/0aibgke4/sse_ar24_interactive.pdf,2026-05-26,234.0,,descargado,no encontrado automáticamente
E083,Enagás,ENG,Spain,2022,integrated,https://www.enagas.es/content/dam/enagas/en/files/enagas-communication-room/publications/informe-anual/Annual_Report_2022_Enagas.pdf,2026-05-27,137.0,,descargado,no encontrado automáticamente
E083,Enagás,ENG,Spain,2023,integrated,https://www.enagas.es/content/dam/enagas/en/files/enagas-communication-room/publications/informe-anual/Annual-Report-2023.pdf,2026-05-27,179.0,,descargado,no encontrado automáticamente
E083,Enagás,ENG,Spain,2024,integrated,https://www.enagas.es/content/dam/enagas/en/files/enagas-communication-room/publications/informe-anual/Annual-Report-2024-Enagas.pdf,2026-05-27,198.0,,descargado,no encontrado automáticamente
E084,Wolters Kluwer,WKL,Netherlands,2022,integrated,https://assets.contenthub.wolterskluwer.com/api/public/content/7ecf79d725094df588fddb8b58370a0c?v=0723f0d6,2026-05-27,70.0,,descargado,no encontrado automáticamente
E084,Wolters Kluwer,WKL,Netherlands,2023,integrated,https://assets.contenthub.wolterskluwer.com/api/public/content/2190891-wolters-kluwer-2023-annual-report-3ff32c52c4?v=f6d1aeee,2026-05-27,81.0,,descargado,no encontrado automáticamente
E084,Wolters Kluwer,WKL,Netherlands,2024,integrated,https://assets.contenthub.wolterskluwer.com/api/public/content/2630611-wolters-kluwer-2024-annual-report-cd216d4be7?v=7a259453,2026-05-27,188.0,,descargado,no encontrado automáticamente
E085,Stora Enso,STER,Finland,2022,integrated,https://www.storaenso.com/-/media/documents/download-center/documents/annual-reports/2022/storaenso_annual_report_2022.pdf,2026-05-26,226.0,,descargado,no encontrado automáticamente
E085,Stora Enso,STER,Finland,2023,integrated,https://www.storaenso.com/-/media/documents/download-center/documents/annual-reports/2023/storaenso_annual_report_2023.pdf,2026-05-26,173.0,,descargado,no encontrado automáticamente
E085,Stora Enso,STER,Finland,2024,integrated,https://www.storaenso.com/-/media/documents/download-center/documents/annual-reports/2024/storaenso_annual_report_2024.pdf,2026-05-26,342.0,,descargado,no encontrado automáticamente
E086,TUI Group,TUI,Germany,2022,integrated,https://www.eqs-news.com/media/document/e4da4bd6-7ca8-48eb-9d21-1600e6d2d57a/assets/DE000TUAG000-JA-2021-EQ-E-00.pdf,2026-05-27,60.0,,descargado,no encontrado automáticamente
E086,TUI Group,TUI,Germany,2023,integrated,https://www.eqs-news.com/media/document/5cc7fb56-0777-4d73-95a6-0e4b4aad2dec/assets/DE000TUAG505-JA-2022-EQ-E-00.pdf,2026-05-27,70.0,,descargado,no encontrado automáticamente
E086,TUI Group,TUI,Germany,2024,integrated,https://www.eqs-news.com/media/document/526d0a0b-e2b8-4fce-9e76-6e21e9f070c5/assets/DE000TUAG505-JA-2023-EQ-E-00.pdf,2026-05-27,61.0,,descargado,no encontrado automáticamente
E087,Orkla ASA,ORK,Norway,2022,integrated,https://www.orkla.com/files/Main/19690/3738803/orkla-annual-report-2022.pdf,2026-05-27,131.0,,descargado,no encontrado automáticamente
E087,Orkla ASA,ORK,Norway,2023,integrated,https://www.orkla.com/files/Public/19690/3951825/orkla-annual-report-2023.pdf,2026-05-27,502.0,,descargado,no encontrado automáticamente
E087,Orkla ASA,ORK,Norway,2024,integrated,https://www.orkla.com/files/mfn/7f0f329a-2944-4496-aec4-b6068d0c6b5c/orkla-annual-report-2024.pdf,2026-05-27,389.0,,descargado,no encontrado automáticamente
E088,Barry Callebaut,BARN,Switzerland,2022,integrated,https://companiesmarketcap.com/annual-reports/6050.ar.en.2021-2022.pdf,2026-05-28,154.0,,descargado,no encontrado automáticamente
E088,Barry Callebaut,BARN,Switzerland,2023,integrated,https://companiesmarketcap.com/annual-reports/6050.ar.en.2022-2023.pdf,2026-05-28,144.0,,descargado,no encontrado automáticamente
E088,Barry Callebaut,BARN,Switzerland,2024,integrated,https://companiesmarketcap.com/annual-reports/6050.ar.en.2023-2024.pdf,2026-05-28,319.0,,descargado,no encontrado automáticamente
E089,Adecco,ADEN,Switzerland,2022,integrated,https://www.adeccogroup.com/-/media/project/adecco-group/adeccogroup/pdf-links/investors/adecco-group-annual-report-2022.pdf,2026-05-26,285.0,,descargado,no encontrado automáticamente
E089,Adecco,ADEN,Switzerland,2023,integrated,https://www.adeccogroup.com/-/media/project/Adecco%20Group/adeccogroup/pdf-files/2024-march/the-adecco-group-annual-report-2023.pdf,2026-05-26,78.0,,descargado,no encontrado automáticamente
