doc_id,empresa,año,confianza,ratio_cuantitativo,ratio_futuro,ratio_futuro_sin_cifra,lm_uncertainty,lm_weak_modal,climate_specificity_spec,finbert_tone,climate_sentiment_opportunity,climate_sentiment_risk,climate_commitment_yes,hedging_ratio,z_hedging,z_futuro_sin_cifra,z_cuantitativo,z_specificity,GW_index
E022_BOSS_2023,Hugo Boss,2023,alta,0.27287066246056785,0.19873817034700317,0.13564668769716087,0.016507035,0.002712265,0.2686567164179104,0.2917981072555204,0.2587064676616915,0.0696517412935323,0.3980099502487562,0.0192193,0.6119890572700158,0.2525660037172716,-0.3761991598546064,0.08278300084339532,1.1579712199984984
E022_BOSS_2024,Hugo Boss,2024,alta,0.21717451523545706,0.19501385041551247,0.1556786703601108,0.013889535,0.0020334884,0.2525773195876288,0.2332409972299168,0.1958762886597938,0.1211340206185567,0.4355670103092783,0.0159230234,0.30037695727185293,0.6682748905865232,-0.8484754221088064,-0.042051052704340695,1.8591783226715233
E023_CFR_2022,Richemont,2022,densidad_baja,0.16176470588235295,0.19852941176470587,0.14705882352941177,0.0027901593,0.0017920225,0.2272727272727272,0.3088235294117647,0.0909090909090909,0.0,0.5,0.0045821818,-0.7717246578421588,0.4893935990406343,-1.3183236783577335,-0.23850586163679335,1.2744984811930022
E023_CFR_2023,Richemont,2023,densidad_baja,0.21705426356589147,0.13953488372093023,0.12403100775193798,0.0043957494,0.0006107587,0.1692307692307692,0.5193798449612402,0.3076923076923077,0.1076923076923077,0.3538461538461538,0.0050065081,-0.7316111523713344,0.011514408300853958,-0.8494950978289729,-0.6891205814986666,0.818518935257159
E023_CFR_2024,Richemont,2024,densidad_baja,0.35353535353535354,0.10101010101010101,0.020202020202020204,0.0026854337,0.0004040404,0.2105263157894736,0.4242424242424242,0.3684210526315789,0.0,0.3684210526315789,0.0030894741,-0.9128371424802585,-2.143171603831584,0.30779822047969796,-0.36851835214862144,-2.995288614642919
E024_KER_2022,Kering,2022,densidad,0.4008589835361489,0.1725125268432355,0.10522548317823908,0.0064988965,0.0015919629,0.3060836501901141,0.2018611309949892,0.2129277566539923,0.0570342205323193,0.4334600760456273,0.0080908594,-0.4400333200604588,-0.3787427029926668,0.7090796053974661,0.3733508563395659,-1.9012064847901575
E024_KER_2023,Kering,2023,densidad,0.4025157232704403,0.13836477987421383,0.07232704402515723,0.0058183223,0.0016056263,0.1627906976744186,0.1619496855345912,0.1162790697674418,0.0697674418604651,0.4767441860465116,0.0074239486,-0.5030794475909746,-1.0614596237375205,0.7231279532315937,-0.7391187403849938,-1.5485482841750953
E024_KER_2024,Kering,2024,densidad,0.37710736468500444,0.19520851818988466,0.12156166814551908,0.0082377745,0.0018655886,0.280564263322884,0.2040816326530612,0.2006269592476489,0.1253918495297805,0.4326018808777429,0.0101033631,-0.24978214265287346,-0.03972996607578554,0.5076774199255141,0.17522846777523043,-0.9724179964294035
E025_ADS_2022,Adidas,2022,densidad,0.23412698412698413,0.23015873015873015,0.16468253968253968,0.003681396,0.00084608956,0.4200913242009132,0.3630952380952381,0.2694063926940639,0.0319634703196347,0.593607305936073,0.00452748556,-0.7768953435207829,0.8551255162345748,-0.7047267241654528,1.2584611768656682,-0.47550427998642353
E025_ADS_2023,Adidas,2023,alta,0.2883522727272727,0.21732954545454544,0.1534090909090909,0.004920652,0.0010781777,0.3828571428571428,0.2244318181818182,0.2057142857142857,0.0514285714285714,0.5057142857142857,0.0059988297000000005,-0.6378024538993867,0.6211759906364039,-0.24492262826824987,0.969389774702074,-0.7410936096968069
