doc_id,empresa,año,confianza,ratio_cuantitativo,ratio_futuro,ratio_futuro_sin_cifra,lm_uncertainty,lm_weak_modal,climate_specificity_spec,finbert_tone,climate_sentiment_opportunity,climate_sentiment_risk,climate_commitment_yes,hedging_ratio,z_hedging,z_futuro_sin_cifra,z_cuantitativo,z_specificity,GW_index,id_empresa,n_tokens,supersector,pais,capitalización,ROA,ROE,deuda_equity,total_assets,region,log_cap
E007_SEB_2024,Skandinaviska Enskilda Banken,2024,densidad,0.3183239524702939,0.1982489055659787,0.1288305190744215,0.015107196,0.0020368425,0.2600243013365735,0.1063164477798624,0.1020656136087484,0.1543134872417983,0.198055893074119,0.0171440385,0.8750003298457474,0.0655795698410488,-0.0209742587837457,-0.1260077733831493,1.087561931853691,E007,24503,Financials,Sweden,364602458112.0,0.0095427311607888,0.1551603301780677,4.126840811947324,3758358000000.0,Nordicos,26.6220734411101
E008_RBI_2022,Raiffeisen Bank International,2022,densidad,0.4235294117647059,0.1411764705882353,0.1176470588235294,0.0033276684,0.0020034208,0.3333333333333333,0.1176470588235293,0.5,0.1666666666666666,0.5,0.0053310892,-0.9940066509151136,-0.182472913053707,0.9509232268883442,0.4803665841389681,-2.607769374996133,E008,1220,Financials,Austria,15628869632.0,0.0175169156319274,0.2056355595872548,0.8730581698605284,207057000000.0,Centro,23.47238565835508
E008_RBI_2023,Raiffeisen Bank International,2023,densidad_baja,0.1287128712871287,0.1485148514851485,0.1287128712871287,0.046423316,0.0013551556,0.0384615384615384,0.0495049504950495,0.0,0.6923076923076923,0.1153846153846153,0.0477784716,5.721882159394578,0.0629701068402999,-1.772618463309101,-1.958660235566974,9.516130965110952,E008,1657,Financials,Austria,15628869632.0,0.0120358553477837,0.128141783029001,1.0106337271750805,198241000000.0,Centro,23.47238565835508
E008_RBI_2024,Raiffeisen Bank International,2024,alta,0.1292517006802721,0.1485260770975056,0.1213151927437641,0.014291143,0.001664431,0.0327868852459016,0.1213151927437641,0.1381733021077283,0.1826697892271662,0.1662763466042154,0.015955574,0.6869652853809018,-0.1011126089893073,-1.767640708961422,-2.005598028961173,4.3590914143141894,E008,15871,Financials,Austria,15628869632.0,0.0057893130382134,0.0606362349981657,1.1565431581154026,199851000000.0,Centro,23.47238565835508
E009_UPM_2022,UPM-Kymmene,2022,densidad,0.1963470319634703,0.193607305936073,0.1351598173515981,0.0055880276,0.0012068455,0.3924731182795699,0.2721461187214612,0.4068100358422939,0.078853046594982,0.478494623655914,0.0067948730999999,-0.7624114533106207,0.2059652928117135,-1.1478080100518522,0.9695402660715764,-0.3781784165186312,E009,14034,Basic Materials,Finland,13230560256.0,0.0687170711937677,0.122060470324748,0.3898576227803551,22207000000.0,Nordicos,23.30579516156894
E009_UPM_2023,UPM-Kymmene,2023,densidad,0.2118226600985221,0.1773399014778325,0.1294862772695285,0.0068176887,0.0020281605,0.3962264150943396,0.2681210415200563,0.421832884097035,0.0943396226415094,0.4663072776280323,0.0088458492,-0.4379125876231426,0.0801244821334583,-1.0048427668550854,1.000585594084452,-0.3535309327190508,E009,19711,Basic Materials,Finland,13230560256.0,0.0210036269149569,0.0347639100439028,0.2917301317086282,18473000000.0,Nordicos,23.30579516156894
E009_UPM_2024,UPM-Kymmene,2024,densidad,0.2513966480446927,0.1931364724660814,0.1328810853950518,0.007926854,0.0013918364,0.3143884892086331,0.1101356743814844,0.1546762589928057,0.1244604316546762,0.3136690647482014,0.0093186904,-0.3631011682944113,0.1554223385746427,-0.6392547104856217,0.3236646420784114,0.1079112386874416,E009,37492,Basic Materials,Finland,13230560256.0,0.0228320067029744,0.0391417541969656,0.3424005745578597,19096000000.0,Nordicos,23.30579516156894
E010_BOL_2022,Boliden AB,2022,alta,0.2737127371273712,0.1544715447154471,0.1111111111111111,0.005419783,0.0022968547,0.4894736842105263,0.1273712737127371,0.2473684210526315,0.0789473684210526,0.3368421052631579,0.0077166377,-0.6165728123187184,-0.3274421821139101,-0.4330966744392769,1.7718787261983615,-2.282797046191713,E010,4768,Basic Materials,Sweden,159526174720.0,0.1287664978832904,0.2128243384610108,0.1919363413421138,96376000000.0,Nordicos,25.79547385053517
E010_BOL_2023,Boliden AB,2023,densidad,0.3636363636363636,0.1845730027548209,0.1212121212121212,0.006381888,0.0020078414,0.3055555555555556,0.140495867768595,0.2388888888888889,0.1055555555555555,0.1833333333333333,0.0083897294,-0.5100784006316897,-0.1033987662935962,0.3976258668884611,0.250603188079713,-1.2617062218934605,E010,4344,Basic Materials,Sweden,159526174720.0,0.0595643261374893,0.1076696688178143,0.2585277639883696,101957000000.0,Nordicos,25.79547385053517
E010_BOL_2024,Boliden AB,2024,densidad,0.1890295358649789,0.1776371308016877,0.1367088607594936,0.013268723,0.0024986628,0.2102127659574468,0.10042194092827,0.1353191489361702,0.1846808510638297,0.1974468085106383,0.0157673858,0.6571907514720139,0.2403235374712393,-1.215407696486726,-0.5380230045219697,2.6509449899519493,E010,36668,Basic Materials,Sweden,159526174720.0,0.0862537868355824,0.1542035942885278,0.2539851058591826,116192000000.0,Nordicos,25.79547385053517
E011_ACX_2022,Acerinox,2022,densidad,0.3872832369942196,0.2080924855491329,0.1156069364161849,0.0071938625,0.0010544271,0.3402777777777778,0.1676300578034682,0.2708333333333333,0.1458333333333333,0.2569444444444444,0.0082482896,-0.5324565525092587,-0.227723436344175,0.6160778076398598,0.5378074331537822,-1.9140652296470757,E011,2363,Basic Materials,Spain,3976787456.0,0.0880090317620023,0.224750282628369,0.8037372827338621,6318147000.0,Sur,22.10374015844485
E011_ACX_2023,Acerinox,2023,aceptado_sin_financieros,0.3180428134556575,0.2385321100917431,0.1223241590214067,0.0073143705,0.0018653474,0.3292682926829268,0.2232415902140673,0.2804878048780488,0.0975609756097561,0.3963414634146341,0.0091797179,-0.3850889518730465,-0.0787334361115435,-0.0235714462612971,0.4467426725205403,-0.8869936142438332,E011,5020,Basic Materials,Spain,3976787456.0,0.0374055813558441,0.0947206271305373,0.8864226903003202,6098769000.0,Sur,22.10374015844485
E011_ACX_2024,Acerinox,2024,alta,0.315712187958884,0.2452276064610866,0.145374449339207,0.0106840255,0.0016392452,0.2601431980906921,0.0910425844346549,0.1217183770883054,0.152744630071599,0.2410501193317422,0.0123232707,0.1122738978591833,0.432528875954995,-0.0451019740071869,-0.1250243209909078,0.7149290688122731,E011,9862,Basic Materials,Spain,3976787456.0,0.0347826866813572,0.0890058508687275,0.9429173309086276,6467183000.0,Sur,22.10374015844485
E012_VOE_2022,Voestalpine,2022,densidad,0.2752293577981651,0.1743119266055046,0.091743119266055,0.0048874295,0.002625046,0.6438356164383562,0.4220183486238532,0.589041095890411,0.0,0.4657534246575342,0.0075124755,-0.6488747013150162,-0.7570300161179974,-0.4190859964141187,3.048680709952015,-4.03549943097091,E012,1507,Basic Materials,Austria,8123330560.0,0.0766739234322731,0.1901918602098608,0.4664208046128404,16949700000.0,Centro,22.81800607451199
E012_VOE_2023,Voestalpine,2023,densidad,0.2911392405063291,0.2278481012658227,0.1455696202531645,0.012438934,0.0021003813,0.4414414414414414,0.2784810126582278,0.4864864864864865,0.018018018018018,0.3693693693693693,0.0145393153,0.4628893726142822,0.4368578250199446,-0.2721090704531698,1.3745808823155292,-0.2027246142281324,E012,2212,Basic Materials,Austria,8123330560.0,0.0625436942256061,0.1429780147463704,0.4020064733611786,17021700000.0,Centro,22.81800607451199
E012_VOE_2024,Voestalpine,2024,densidad,0.3182917002417405,0.1845286059629331,0.1120064464141821,0.010563548,0.0013874284,0.1736770691994572,0.1248992747784045,0.1302578018995929,0.1709633649932157,0.1696065128900949,0.0119509764,0.0533706868213202,-0.3075833781330601,-0.0212722077689848,-0.8402273720442153,0.6072868885014603,E012,25037,Basic Materials,Austria,8123330560.0,0.0060879123533888,0.0140225919537031,0.4257692949752379,16557400000.0,Centro,22.81800607451199
E013_1COV_2022,Covestro,2022,alta,0.2572490706319703,0.1397769516728624,0.1089219330855018,0.009697728,0.0022889907,0.3064008394543546,0.0999999999999999,0.2591815320041972,0.080797481636936,0.29800629590766,0.0119867187,0.0590257189823782,-0.3759988034608404,-0.5851895047841937,0.2575949388517147,0.0106214814540167,E013,39492,Basic Materials,Germany,11320645632.0,-0.0186492972231744,-0.0383855489697996,0.5159469376234829,14585000000.0,Centro,23.14989394272401
E013_1COV_2023,Covestro,2023,alta,0.2046285018270402,0.1760048721071863,0.1345919610231425,0.008167932,0.0018702669,0.2302716688227684,0.1193666260657734,0.1565329883570504,0.0815006468305304,0.2496765847347994,0.0100381989,-0.2492628392653708,0.1933700701309965,-1.0713030473621423,-0.3721061453538451,1.387516423581613,E013,23482,Basic Materials,Germany,11320645632.0,-0.0145193224316198,-0.0300455235204855,0.5144157814871017,13637000000.0,Centro,23.14989394272401
E013_1COV_2024,Covestro,2024,alta,0.2415074309978768,0.1650743099787685,0.1130573248407643,0.010475798,0.002738418,0.2257336343115124,0.0493630573248407,0.1207674943566591,0.1659142212189616,0.2076749435665914,0.0132142159999999,0.2532364079730698,-0.2842745812950278,-0.7306121861102393,-0.4096424173004953,1.1092164300887766,E013,31550,Basic Materials,Germany,11320645632.0,-0.0195143423079744,-0.0399519375187744,0.4653048963652748,13631000000.0,Centro,23.14989394272401
E014_SY1_2022,Symrise,2022,densidad,0.2234042553191489,0.2127659574468085,0.202127659574468,0.0039845193,0.0028458193,0.125,0.2553191489361702,0.0,0.0,0.125,0.0068303386,-0.7568002155584892,1.691332000862745,-0.8978509496006273,-1.2428588863054473,3.0752416212103304,E014,1136,Basic Materials,Germany,11095104512.0,0.0359769152185356,0.0788447394415454,0.7173044671186235,7782963000.0,Centro,23.129769813025224
E014_SY1_2023,Symrise,2023,densidad,0.3518518518518518,0.3185185185185185,0.1444444444444444,0.0017967094,0.00030386422,0.2434210526315789,0.3740740740740741,0.2434210526315789,0.0394736842105263,0.4276315789473684,0.00210057362,-1.5051284730054466,0.4119010900931246,0.2887594881847803,-0.2633412504738852,-1.1186456206232172,E014,3593,Basic Materials,Germany,11095104512.0,0.0433966090348835,0.09376135965579,0.7046214108995416,7845613000.0,Centro,23.129769813025224
E014_SY1_2024,Symrise,2024,densidad,0.1808510638297872,0.1879432624113475,0.1447990543735224,0.010801924,0.0028091348,0.1807980049875311,0.1347517730496454,0.1932668329177057,0.2069825436408977,0.2793017456359102,0.0136110587999999,0.3160236040092609,0.4197664440527739,-1.2909611559835228,-0.7813266780118563,2.808077882057414,E014,25871,Basic Materials,Germany,11095104512.0,0.0574463392589866,0.1201211701053456,0.6394546340532204,8324708000.0,Centro,23.129769813025224
