doc_id,empresa,año,confianza,n_frases,lm_negative,lm_positive,lm_uncertainty,lm_litigious,lm_strong_modal,lm_weak_modal,lm_constraining,pct_climate,finbert_pct_positive,finbert_pct_negative,finbert_pct_neutral,finbert_tone,climate_sentiment_neutral,climate_sentiment_opportunity,climate_sentiment_risk,climate_commitment_no,climate_commitment_yes,climate_specificity_non,climate_specificity_spec,esg9_business_ethics_and_values,esg9_climate_change,esg9_community_relations,esg9_corporate_governance,esg9_human_capital,esg9_natural_capital,esg9_non-esg,esg9_pollution_and_waste,esg9_product_liability
E061_CAST_2022,Castellum,2022,densidad,1061,0.013683198,0.011452242,0.0094857495,0.003211508,0.0067027775,0.0012761385,0.0062174625,0.5202639019792649,0.10744580584354382,0.04806786050895382,0.8444863336475024,0.05937794533459,0.7590579710144928,0.1213768115942029,0.11956521739130435,0.7753623188405797,0.2246376811594203,0.657608695652174,0.3423913043478261,0.05466540999057493,0.31479736098020733,0.046182846371347785,0.09236569274269557,0.27332704995287466,0.051837888784165884,0.08011310084825636,0.04806786050895382,0.03864278982092366
E061_CAST_2023,Castellum,2023,densidad,1250,0.011988426,0.010223328,0.009375657,0.003315025,0.0071058916,0.0011218218,0.0047895904,0.576,0.1328,0.0552,0.812,0.0776,0.7125,0.1375,0.15,0.7097222222222223,0.2902777777777778,0.6611111111111111,0.3388888888888889,0.0616,0.3408,0.0592,0.08,0.1944,0.0784,0.1032,0.0448,0.0376
E061_CAST_2024,Castellum,2024,densidad,1412,0.013533896,0.010735733,0.012035571,0.0039499896,0.005027608,0.0016549095,0.0040994096,0.5269121813031161,0.13739376770538245,0.058781869688385266,0.8038243626062322,0.07861189801699718,0.728494623655914,0.12903225806451613,0.1424731182795699,0.7486559139784946,0.2513440860215054,0.7002688172043011,0.29973118279569894,0.07223796033994334,0.2988668555240793,0.04603399433427762,0.13031161473087818,0.21954674220963172,0.06019830028328612,0.09135977337110482,0.0453257790368272,0.03611898016997167
E062_DHER_2022,Delivery Hero,2022,densidad,25,0.0029100531,0.0018181818,0.00537506,0.00095238094,0.0,0.0,0.0014285715,0.28,0.04,0.04,0.92,0.0,1.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.2,0.12,0.0,0.12,0.04,0.48,0.0,0.04
E062_DHER_2023,Delivery Hero,2023,densidad,519,0.008254056,0.0105811125,0.004684589,0.005690949,0.0017514935,0.0011505983,0.0036390945,0.2003853564547206,0.16955684007707128,0.03275529865125241,0.7976878612716763,0.13680154142581888,0.7980769230769231,0.15384615384615385,0.04807692307692308,0.6634615384615384,0.33653846153846156,0.7115384615384616,0.28846153846153844,0.08477842003853564,0.09633911368015415,0.05202312138728324,0.16955684007707128,0.3140655105973025,0.0038535645472061657,0.15028901734104047,0.036608863198458574,0.09248554913294797
E062_DHER_2024,Delivery Hero,2024,densidad,783,0.01295248,0.015324567,0.0077200425,0.0061127106,0.0018250413,0.0012315444,0.0055173407,0.27458492975734355,0.2503192848020434,0.019157088122605363,0.7305236270753512,0.23116219667943805,0.5581395348837209,0.3302325581395349,0.11162790697674418,0.5627906976744186,0.4372093023255814,0.6930232558139535,0.30697674418604654,0.08684546615581099,0.140485312899106,0.06130268199233716,0.14431673052362706,0.26053639846743293,0.01277139208173691,0.140485312899106,0.05363984674329502,0.09961685823754789
E063_TPK_2022,Travis Perkins,2022,densidad,308,0.008930926,0.02825614,0.0028192804,0.002011202,0.0038972918,0.00033203218,0.0019185888,0.4805194805194805,0.44805194805194803,0.025974025974025976,0.525974025974026,0.42207792207792205,0.722972972972973,0.25675675675675674,0.02027027027027027,0.5405405405405406,0.4594594594594595,0.722972972972973,0.27702702702702703,0.04220779220779221,0.22402597402597402,0.1038961038961039,0.13636363636363635,0.22402597402597402,0.01948051948051948,0.1590909090909091,0.032467532467532464,0.05844155844155844
E063_TPK_2023,Travis Perkins,2023,densidad,262,0.0085177235,0.023804203,0.002745461,0.0028804976,0.004301087,0.0002245173,0.0033498746,0.4732824427480916,0.3816793893129771,0.026717557251908396,0.5916030534351145,0.35496183206106874,0.7016129032258065,0.25806451612903225,0.04032258064516129,0.47580645161290325,0.5241935483870968,0.6935483870967742,0.3064516129032258,0.05725190839694656,0.2862595419847328,0.09923664122137404,0.08778625954198473,0.2748091603053435,0.022900763358778626,0.06870229007633588,0.04580152671755725,0.05725190839694656
E063_TPK_2024,Travis Perkins,2024,densidad,259,0.013820999,0.016460309,0.025497688,0.000964385,0.009238833,0.0020346087,0.0042257016,0.752895752895753,0.1891891891891892,0.1583011583011583,0.6525096525096525,0.03088803088803091,0.4358974358974359,0.10256410256410256,0.46153846153846156,0.8461538461538461,0.15384615384615385,0.8256410256410256,0.17435897435897435,0.0,0.5328185328185329,0.02702702702702703,0.1274131274131274,0.04633204633204633,0.06563706563706563,0.17374517374517376,0.015444015444015444,0.011583011583011582
E064_HMB_2022,H&M,2022,alta,362,0.01249231,0.011879696,0.008207039,0.0029760287,0.002440896,0.0009688501,0.004682286,0.4723756906077348,0.23204419889502761,0.055248618784530384,0.712707182320442,0.17679558011049723,0.7134502923976608,0.17543859649122806,0.1111111111111111,0.631578947368421,0.3684210526315789,0.7017543859649122,0.2982456140350877,0.1132596685082873,0.20165745856353592,0.04696132596685083,0.1132596685082873,0.22099447513812154,0.058011049723756904,0.12154696132596685,0.049723756906077346,0.07458563535911603
