id,empresa,año,confianza,E1,E2,E3,E4,E5,S1,S2,S3,S4,G1,ESRS2
E068_SGE_2023,Sage Group,2023,alta,0.5714,0.1,0.069,0.0857,0.2069,0.5,0.2333,0.24,0.2692,0.3714,0.5152
E068_SGE_2024,Sage Group,2024,media,0.1667,0.0333,0.0345,0.0286,0.0345,0.25,0.0667,0.12,0.1923,0.1714,0.303
E069_STMPA_2022,STMicroelectronics,2022,densidad,0.381,0.1333,0.5517,0.1429,0.3103,0.4545,0.2333,0.12,0.1538,0.4571,0.3939
E069_STMPA_2023,STMicroelectronics,2023,alta,0.0476,0.0667,0.0345,0.0286,0.0345,0.2727,0.0,0.0,0.0769,0.2571,0.2424
E069_STMPA_2024,STMicroelectronics,2024,alta,0.5952,0.5333,0.7586,0.1429,0.5862,0.7727,0.6667,0.28,0.2692,0.6,0.6364
E070_VOD_2022,Vodafone Group,2022,alta,0.5238,0.0667,0.069,0.1714,0.4138,0.6818,0.4333,0.2,0.3846,0.4286,0.4242
E070_VOD_2023,Vodafone Group,2023,densidad,0.4762,0.0333,0.0345,0.0286,0.4138,0.25,0.0667,0.0,0.1154,0.0286,0.1818
E070_VOD_2024,Vodafone Group,2024,densidad,0.5,0.0,0.0345,0.1429,0.5172,0.2727,0.0667,0.2,0.1923,0.1143,0.3939
E071_SCMN_2022,Swisscom,2022,densidad,0.2381,0.0,0.0345,0.0,0.0,0.0909,0.1333,0.0,0.0769,0.0286,0.1515
E071_SCMN_2023,Swisscom,2023,alta,0.4524,0.1,0.0,0.0,0.2414,0.4318,0.3667,0.12,0.1923,0.3714,0.3636
E071_SCMN_2024,Swisscom,2024,alta,0.5714,0.1,0.1034,0.0571,0.2759,0.4318,0.3667,0.12,0.3462,0.3714,0.5152
E072_FNTN_2022,Freenet,2022,alta,0.3333,0.1,0.069,0.1429,0.3793,0.4545,0.2333,0.08,0.3846,0.4,0.2121
E072_FNTN_2023,Freenet,2023,alta,0.3333,0.1,0.069,0.1143,0.3103,0.4773,0.2,0.12,0.3462,0.3714,0.2727
E072_FNTN_2024,Freenet,2024,alta,0.6667,0.1333,0.1724,0.2286,0.4483,0.6818,0.4333,0.24,0.2692,0.4571,0.5152
E073_ORAN_2022,Orange S.A.,2022,densidad,0.3333,0.0667,0.2069,0.2,0.3793,0.1591,0.1333,0.08,0.0385,0.1143,0.2121
E073_ORAN_2023,Orange S.A.,2023,alta,0.6429,0.2,0.2414,0.4286,0.5517,0.7273,0.5333,0.36,0.5,0.7714,0.5455
E073_ORAN_2024,Orange S.A.,2024,densidad,0.6667,0.1667,0.2759,0.3143,0.4828,0.7727,0.4667,0.36,0.3077,0.4857,0.6061
E074_TIT_2022,Telecom Italia,2022,densidad,0.0,0.0,0.0,0.0,0.0,0.1364,0.0333,0.08,0.0385,0.0,0.0909
E074_TIT_2023,Telecom Italia,2023,densidad_baja,0.0,0.0,0.0,0.0,0.0,0.1364,0.0333,0.08,0.0385,0.0,0.1515
E074_TIT_2024,Telecom Italia,2024,alta,0.7857,0.2,0.2414,0.2286,0.4828,0.8636,0.4,0.36,0.5385,0.7143,0.6061
E075_CPG_2022,Compass Group,2022,densidad,0.6667,0.0,0.0345,0.1143,0.2759,0.2727,0.2,0.2,0.0385,0.1143,0.3333
E075_CPG_2023,Compass Group,2023,densidad,0.6667,0.0333,0.1034,0.0571,0.3448,0.5227,0.2,0.24,0.0769,0.2857,0.3636
E075_CPG_2024,Compass Group,2024,densidad,0.7143,0.0667,0.069,0.1429,0.2759,0.4318,0.2333,0.24,0.1154,0.2571,0.3636
E076_FLTR_2022,Flutter Entertainment,2022,densidad,0.381,0.0,0.0345,0.0,0.069,0.1136,0.0333,0.0,0.0,0.0571,0.3636
E076_FLTR_2023,Flutter Entertainment,2023,alta,0.5476,0.0333,0.0345,0.0,0.069,0.4091,0.2333,0.16,0.1923,0.4,0.5455
E076_FLTR_2024,Flutter Entertainment,2024,densidad_baja,0.1429,0.0,0.0345,0.0,0.0,0.0909,0.0,0.0,0.0,0.0286,0.1212
E077_AENA_2022,Aena,2022,aceptado_sin_financieros,0.6905,0.5,0.5862,0.3714,0.4828,0.8409,0.4667,0.4,0.5385,0.7143,0.5455
E077_AENA_2023,Aena,2023,aceptado_sin_financieros,0.619,0.4667,0.3448,0.2,0.3448,0.3864,0.2333,0.24,0.1923,0.4571,0.3939
E077_AENA_2024,Aena,2024,aceptado_sin_financieros,0.7381,0.5667,0.6897,0.5143,0.4138,0.8864,0.4333,0.32,0.4615,0.7143,0.6667
E078_AF_2022,Air France-KLM,2022,densidad,0.2381,0.1667,0.069,0.0857,0.1034,0.4091,0.1333,0.12,0.2692,0.2571,0.2424
E078_AF_2023,Air France-KLM,2023,alta,0.3571,0.0,0.069,0.0286,0.1034,0.2955,0.0667,0.0,0.0769,0.2571,0.1212
E078_AF_2024,Air France-KLM,2024,alta,0.381,0.0333,0.069,0.0286,0.069,0.2727,0.0667,0.08,0.0769,0.2857,0.1515
E079_ENEL_2022,Enel,2022,densidad,0.381,0.0333,0.1724,0.1714,0.1724,0.3182,0.1333,0.12,0.3462,0.2,0.3333
E079_ENEL_2023,Enel,2023,densidad,0.3333,0.0,0.1379,0.2,0.2069,0.4318,0.2,0.16,0.0769,0.1429,0.2121
E079_ENEL_2024,Enel,2024,alta,0.619,0.3667,0.6897,0.5714,0.5517,0.8409,0.5,0.48,0.3462,0.6,0.5455
E080_ANE_2022,Acciona Energía,2022,aceptado_sin_financieros,0.119,0.0,0.0345,0.1429,0.1034,0.2045,0.0333,0.08,0.0385,0.4286,0.3636
E080_ANE_2023,Acciona Energía,2023,aceptado_sin_financieros,0.7381,0.3667,0.5172,0.5429,0.5517,0.8182,0.5,0.44,0.3846,0.4,0.6061
E080_ANE_2024,Acciona Energía,2024,aceptado_sin_financieros,0.3571,0.0,0.2414,0.0857,0.1724,0.25,0.0333,0.0,0.0,0.0857,0.4242
E081_ENGIE_2022,Engie,2022,densidad_baja,0.0238,0.0,0.0345,0.0,0.0,0.0909,0.0,0.0,0.0385,0.0286,0.0
E081_ENGIE_2023,Engie,2023,densidad_baja,0.0476,0.0333,0.0345,0.0,0.0,0.1818,0.0,0.0,0.0,0.0286,0.0303
E081_ENGIE_2024,Engie,2024,densidad_baja,0.0952,0.0333,0.0345,0.0,0.0345,0.2045,0.0,0.0,0.0,0.0286,0.0303
E082_SSE_2022,SSE,2022,alta,0.3333,0.0333,0.069,0.0286,0.069,0.5,0.0667,0.0,0.0769,0.3143,0.2424
E082_SSE_2023,SSE,2023,alta,0.1905,0.0,0.069,0.1429,0.069,0.4091,0.0333,0.12,0.0385,0.3429,0.1818
E082_SSE_2024,SSE,2024,densidad,0.7381,0.1667,0.2069,0.1429,0.3103,0.5227,0.1333,0.24,0.1538,0.3429,0.3939
E083_ENG_2022,Enagás,2022,alta,0.5238,0.3667,0.3103,0.5429,0.3448,0.8409,0.4,0.4,0.3846,0.5143,0.4545
E083_ENG_2023,Enagás,2023,alta,0.5714,0.4667,0.5862,0.6571,0.3793,0.8864,0.5,0.4,0.3846,0.6857,0.6061
E083_ENG_2024,Enagás,2024,alta,0.7619,0.5333,0.5862,0.7143,0.4138,0.8864,0.4333,0.44,0.5385,0.7429,0.5758
E084_WKL_2022,Wolters Kluwer,2022,densidad,0.4762,0.0,0.1379,0.0571,0.1034,0.6136,0.2333,0.16,0.3462,0.3429,0.4848
E084_WKL_2023,Wolters Kluwer,2023,densidad,0.6429,0.1,0.1724,0.1714,0.2069,0.7045,0.4,0.16,0.3846,0.4286,0.4848
E084_WKL_2024,Wolters Kluwer,2024,densidad,0.7143,0.1333,0.1724,0.1714,0.3103,0.7045,0.4333,0.24,0.4615,0.4286,0.5758
E085_STER_2022,Stora Enso,2022,densidad,0.5476,0.2667,0.6207,0.4,0.4828,0.75,0.3667,0.56,0.2692,0.6286,0.5455
E085_STER_2023,Stora Enso,2023,densidad,0.7381,0.3333,0.6552,0.4571,0.4828,0.7955,0.4,0.56,0.1538,0.6571,0.5152
E085_STER_2024,Stora Enso,2024,alta,0.7619,0.4333,0.6897,0.5429,0.6552,0.7273,0.5667,0.6,0.1923,0.6,0.5152
E086_TUI_2022,TUI Group,2022,densidad,0.3095,0.0667,0.2069,0.0857,0.3448,0.3409,0.1667,0.24,0.0769,0.2857,0.2727
E086_TUI_2023,TUI Group,2023,densidad,0.619,0.0333,0.2069,0.0286,0.1034,0.0909,0.0333,0.04,0.0769,0.0571,0.2121
E086_TUI_2024,TUI Group,2024,alta,0.6429,0.1,0.2414,0.1714,0.3793,0.4545,0.2,0.2,0.0769,0.3143,0.3636
E087_ORK_2022,Orkla ASA,2022,densidad,0.4048,0.0667,0.4138,0.2857,0.3448,0.4318,0.3,0.2,0.1154,0.2,0.2727
E087_ORK_2023,Orkla ASA,2023,densidad,0.619,0.1667,0.6552,0.3714,0.4483,0.7045,0.4,0.28,0.1923,0.3143,0.4545
E087_ORK_2024,Orkla ASA,2024,alta,0.8095,0.3667,0.5862,0.4857,0.6897,0.7273,0.6333,0.48,0.4615,0.6857,0.697
E088_BARN_2022,Barry Callebaut,2022,alta,0.3571,0.1333,0.0345,0.4,0.1034,0.1591,0.2333,0.32,0.0769,0.0857,0.2121
E088_BARN_2023,Barry Callebaut,2023,alta,0.5238,0.1333,0.1034,0.3143,0.1034,0.2045,0.3,0.28,0.1154,0.0857,0.3636
E088_BARN_2024,Barry Callebaut,2024,densidad,0.0952,0.0333,0.069,0.0571,0.0345,0.2273,0.1333,0.08,0.2692,0.2571,0.2424
E089_ADEN_2022,Adecco,2022,densidad,0.3333,0.0333,0.0,0.0,0.0345,0.3864,0.2,0.16,0.1154,0.3143,0.303
E089_ADEN_2023,Adecco,2023,densidad,0.3571,0.0667,0.0345,0.0571,0.1034,0.2955,0.0667,0.0,0.0,0.2286,0.2727
E089_ADEN_2024,Adecco,2024,densidad,0.381,0.0333,0.069,0.0286,0.0345,0.4545,0.3667,0.24,0.3077,0.4571,0.5758
E090_WIHL_2022,Wihlborgs Fastigheter,2022,densidad,0.6667,0.0333,0.1379,0.0286,0.2759,0.4773,0.1,0.08,0.0385,0.2571,0.3333
E090_WIHL_2023,Wihlborgs Fastigheter,2023,densidad,0.6429,0.0333,0.1379,0.0286,0.3103,0.5,0.1,0.08,0.0385,0.2571,0.4242
E090_WIHL_2024,Wihlborgs Fastigheter,2024,densidad,0.6429,0.1,0.1724,0.0571,0.4138,0.5227,0.1667,0.12,0.1154,0.2571,0.5758
E091_P911_2022,Porsche,2022,densidad,0.2857,0.1,0.1724,0.1429,0.3793,0.5909,0.3,0.12,0.1538,0.4286,0.2727
E091_P911_2023,Porsche,2023,media,0.0714,0.0333,0.0345,0.0571,0.2759,0.1591,0.1333,0.12,0.1154,0.2571,0.2121
E091_P911_2024,Porsche,2024,densidad,0.7381,0.5333,0.7241,0.4,0.6552,0.75,0.5,0.24,0.2308,0.5714,0.5758
E092_EVK_2022,Evonik Industries,2022,densidad,0.5,0.1667,0.4483,0.2571,0.2759,0.5682,0.2333,0.08,0.1154,0.2571,0.3636
E092_EVK_2023,Evonik Industries,2023,densidad,0.619,0.1333,0.5172,0.3714,0.3448,0.6136,0.2333,0.12,0.1538,0.3429,0.4545
E092_EVK_2024,Evonik Industries,2024,densidad,0.7143,0.4333,0.6552,0.4857,0.6207,0.5682,0.1667,0.16,0.1538,0.2857,0.6364
E093_BNR_2022,Brenntag,2022,alta,0.5714,0.4,0.3448,0.1429,0.3793,0.6136,0.3,0.24,0.1538,0.4571,0.3636
E093_BNR_2023,Brenntag,2023,alta,0.5714,0.5,0.2759,0.0571,0.3793,0.6136,0.3,0.2,0.1538,0.4571,0.3939
E093_BNR_2024,Brenntag,2024,alta,0.6905,0.3,0.4828,0.2,0.5172,0.7273,0.4333,0.16,0.2692,0.4857,0.4848
E094_OR_2022,L'Oréal,2022,densidad,0.5238,0.2,0.4828,0.3429,0.4483,0.5909,0.3,0.28,0.3077,0.3429,0.5455
E094_OR_2023,L'Oréal,2023,densidad,0.5476,0.2,0.4828,0.4286,0.5862,0.6364,0.3333,0.28,0.1923,0.2,0.5758
E094_OR_2024,L'Oréal,2024,densidad,0.8095,0.4333,0.6897,0.3714,0.6207,0.8636,0.4333,0.44,0.4615,0.4857,0.6667
E095_UBSG_2022,UBS Group,2022,densidad,0.3571,0.0,0.0345,0.0286,0.0345,0.3409,0.0667,0.16,0.0385,0.0857,0.2121
E095_UBSG_2023,UBS Group,2023,alta,0.2619,0.1,0.1034,0.1714,0.1379,0.2045,0.1667,0.08,0.1923,0.2,0.2727
E095_UBSG_2024,UBS Group,2024,alta,0.2143,0.0667,0.069,0.0571,0.1379,0.1818,0.1,0.08,0.1923,0.2286,0.2424
E096_NEM_2023,Nemetschek,2023,densidad,0.0238,0.0333,0.069,0.0857,0.1724,0.0455,0.0,0.0,0.0,0.0,0.0909
E096_NEM_2024,Nemetschek,2024,densidad,0.4524,0.0667,0.069,0.2,0.2069,0.4773,0.2667,0.2,0.2308,0.3714,0.5152
E097_UMG_2022,Universal Music Group,2022,alta,0.5476,0.1,0.069,0.0857,0.3793,0.5455,0.2333,0.2,0.1923,0.3429,0.5455
E097_UMG_2023,Universal Music Group,2023,alta,0.6429,0.0667,0.1379,0.1143,0.4138,0.6136,0.2,0.24,0.3846,0.7143,0.5758
E097_UMG_2024,Universal Music Group,2024,alta,0.6905,0.0667,0.1034,0.0857,0.3448,0.4773,0.2667,0.08,0.1923,0.3714,0.5455
